model,eos,time_day,pressure_avg_bar,s_o_avg,s_g_avg,s_w_avg,rho_w_avg_kg_m3,producer_rate_magnitude_m3_s,injector_bhp_bar,cumulative_nonlinear_solve_wall_s
full,CPA,4.5,59.96245078395721,0.7172377334654155,0.2123510842281311,0.07041118230645385,1002.075259833629,0.6486109760561523,63.70653541521673,43.529961094000555
full,CPA,4.75,59.96068928960364,0.7171736456344582,0.2124151704360344,0.07041118392950738,1002.075397850734,0.6450143366440362,63.67236033703692,46.76876799800084
full,CPA,5,59.95894536275169,0.7171104406401957,0.2124783734196065,0.07041118594019777,1002.075536417158,0.6415790257477849,63.63986078341423,49.543470936001086
traditional,PR,0,60,0.7229621666520352,0.2061815104039094,0.07085632294404477,998.000000000019,0.7426707398564806,,0.0
traditional,PR,0.25,59.99733127368292,0.7228383229099854,0.206305446757635,0.07085623033238002,997.9999999999991,0.8476515718603833,64.03329805653172,2.084725658999957
traditional,PR,0.5,59.9949141151766,0.7227342612250243,0.2064095913640887,0.07085614741088789,997.9999999999973,0.8367273868409417,64.12886242606767,3.905063121999944
traditional,PR,0.75,59.99264834684865,0.7226391073945934,0.2065048230696563,0.07085606953574938,997.9999999999997,0.812193260553341,64.14766276622451,6.189981978999924
traditional,PR,1,59.99048649335789,0.7225491273732818,0.2065948777892265,0.07085599483749164,997.9999999999992,0.7898515178623735,64.13092889288716,8.300377110999932
traditional,PR,1.25,59.98840424495189,0.7224627366542212,0.2066813408988106,0.07085592244696866,998.0000000000003,0.7714081371976858,64.09627771229366,10.38051416199994
traditional,PR,1.5,59.98638676539671,0.7223791427242051,0.2067650053816765,0.07085585189411824,997.9999999999995,0.7563428146105489,64.05222552056384,12.524195715999952
traditional,PR,1.75,59.98442373649602,0.7222978896030224,0.2068463275078885,0.07085578288908913,998.0000000000001,0.7439168742812156,64.00337001737459,14.568208586999958
traditional,PR,2,59.98250744328039,0.7222186821544614,0.2069256026114306,0.0708557152341079,997.9999999999995,0.7335091683673016,63.95240949928873,16.61791457299995
traditional,PR,2.25,59.98063189095787,0.722141310220234,0.2070030409959814,0.07085564878378481,997.9999999999987,0.7246442132971426,63.90101267124672,18.591781325999932
traditional,PR,2.5,59.97879231704125,0.7220656126339648,0.2070788039407876,0.07085558342524757,997.9999999999991,0.7169664367771911,63.85023741571278,20.94454594599995
traditional,PR,2.75,59.97698487643761,0.7219914587891135,0.2071530221436149,0.07085551906727099,997.9999999999994,0.7102108901730932,63.80075546704504,23.060840984999913
traditional,PR,3,59.97520642695827,0.7219187385880018,0.2072258057781135,0.07085545563388433,997.999999999999,0.7041795228618127,63.752984425053,24.96575859299992
traditional,PR,3.25,59.97345437359779,0.7218473566465652,0.2072972502930538,0.07085539306038112,998.0000000000008,0.6987234333773551,63.70717073156175,26.58789844399996
traditional,PR,3.5,59.97172655323367,0.7217772287667195,0.2073674399425794,0.07085533129070096,998.0000000000007,0.6937299048391173,63.66344427769656,28.15975057899999
traditional,PR,3.75,59.97002114448975,0.7217082796692752,0.2074364500550912,0.07085527027563419,997.9999999999984,0.6891129691969893,63.62185544509673,30.04461330800001
traditional,PR,4,59.9683366050503,0.7216404414507427,0.2075043485777185,0.07085520997153934,998.0000000000009,0.68480655706431,63.58240068692454,31.898790649000034
traditional,PR,4.25,59.966671619218,0.7215736524709231,0.2075711971896826,0.07085515033939459,998.0000000000001,0.6807594945528876,63.54504040140448,33.990293148000035
traditional,PR,4.5,59.96502505766235,0.7215078565093102,0.2076370521466168,0.07085509134407314,997.9999999999994,0.6769318288882998,63.50971149568758,35.836127985000076
traditional,PR,4.75,59.96339594578957,0.7214430020968307,0.2077019649493933,0.07085503295377675,997.9999999999997,0.6732921142174213,63.47633624249109,37.81741701100009
traditional,PR,5,59.96178343832847,0.7213790419675032,0.2077659828929155,0.07085497513958103,998.0000000000008,0.6698153946774782,63.4448284873894,40.11337231400012
