model,eos,time_day,pressure_avg_bar,s_o_avg,s_g_avg,s_w_avg,rho_w_avg_kg_m3,producer_rate_magnitude_m3_s,injector_bhp_bar,cumulative_nonlinear_solve_wall_s
full,PR,5,59.96207751386702,0.7251090992448634,0.2037472041589543,0.07114369659618235,998.2870562818777,0.6582847436364915,63.45585735069238,118.00048572999867
full,PR,5.25,59.96049068447692,0.7250454877266177,0.2038108488962015,0.07114366337718075,998.2871241846167,0.6550952786213975,63.42568949845466,123.982896178999
full,PR,5.5,59.95891866067041,0.7249826935462769,0.2038736760457359,0.0711436304079882,998.2871922131446,0.6520258721199345,63.39722283621437,128.96844554899917
full,PR,5.75,59.95736088056323,0.7249206794220515,0.2039357229004152,0.07114359767753275,998.2872603660337,0.6490638584683586,63.37036821058641,133.597941867999
full,PR,6,59.95581685054963,0.7248594107632738,0.2039970240604584,0.07114356517626767,998.2873286446898,0.6461988718146542,63.34503837815112,137.44047473299906
full,PR,6.25,59.95428613600957,0.7247988554039614,0.2040576117000399,0.0711435328959997,998.287397052963,0.6434223506534056,63.32114897108992,141.92044855799895
full,PR,6.5,59.952768353873,0.7247389833658932,0.2041175158043617,0.07114350082974515,998.2874655967447,0.6407271572955595,63.29861908886358,145.45108222899898
full,PR,6.75,59.95126316607364,0.7246797666473318,0.2041767643810641,0.07114346897160378,998.2875342836994,0.6381072841982932,63.27737162382573,149.43360089799899
full,PR,7,59.94977027389139,0.7246211790342096,0.2042353836491388,0.07114343731665213,998.2876031229887,0.6355576262505261,63.25733339926432,152.8812770389991
full,PR,7.25,59.94828941336108,0.7245631959311907,0.2042933982079604,0.0711434058608494,998.2876721250565,0.6330738033726819,63.23843517700441,157.3763725449994
full,PR,7.5,59.94682035120343,0.7245057942103628,0.2043508311886807,0.07114337460095656,998.2877413014339,0.630652021670277,63.22061157613253,161.65431937199946
full,PR,7.75,59.94536288125441,0.7244489520756141,0.2044077043899222,0.07114334353446351,998.2878106645808,0.6282889642583814,63.20380093301996,165.80851992999942
full,PR,8,59.94391682161989,0.7243926489411131,0.2044640383993619,0.07114331265952566,998.2878802277488,0.6259817050178675,63.18794512448274,171.73973596599944
full,PR,8.25,59.94248201209707,0.724336865322317,0.2045198527027756,0.07114328197490707,998.2879500048409,0.6237276401484265,63.17298936980256,176.58736503099954
full,PR,8.5,59.94105831176616,0.7242815827382404,0.2045751657818309,0.07114325147992896,998.2880200103115,0.621524433589256,63.15888202284587,180.28273683399948
full,PR,8.75,59.93964559717283,0.724226783623904,0.2046299952016739,0.07114322117442218,998.2880902590705,0.6193699732897922,63.14557436222741,183.77902307299973
full,PR,9,59.93824375991339,0.7241724512515743,0.204684357689741,0.07114319105868511,998.2881607663875,0.6172623360024021,63.13302038505824,187.77055635599982
full,PR,9.25,59.93685270505915,0.724118569660492,0.2047382692060654,0.07114316113344325,998.2882315478164,0.615199758795594,63.1211766080515,191.77704319299983
full,PR,9.5,59.9354723499507,0.7240651235939939,0.2047917450061947,0.07114313139981179,998.28830261912,0.6131806158875843,63.11000187847572,196.87051609599985
full,PR,9.75,59.93410262300301,0.7240120984431602,0.2048447996975791,0.07114310185926112,998.2883739961977,0.6112033997130295,63.09945719650909,201.10105121499964
full,PR,10,59.93274346228792,0.7239594801965277,0.2048974472898896,0.07114307251358254,998.2884456950371,0.6092667053592232,63.08950554986782,205.8111485989998
full,PR,10.25,59.93139481442292,0.7239072553951957,0.2049497012399469,0.07114304336485784,998.2885177316261,0.6073692177079049,63.08011176109339,209.7177019579999
full,PR,10.5,59.93005663345237,0.7238554110928473,0.2050015744917249,0.07114301441542711,998.2885901219315,0.6055097007384102,63.07124234752778,214.00165197399974
full,PR,10.75,59.92872887991728,0.7238039348202192,0.20505307951192,0.07114298566786115,998.2886628818239,0.6036869885954306,63.0628653937561,218.39573040999994
full,PR,11,59.92741151991538,0.7237528145535469,0.2051042283215202,0.07114295712493225,998.2887360270324,0.6018999780849809,63.0549504361172,224.0482357400001
full,PR,11.25,59.9261045244384,0.7237020386866702,0.2051550325237421,0.07114292878958761,998.2888095731031,0.6001476223312532,63.04746835875726,228.68423745300015
full,PR,11.5,59.92480786854783,0.723651596006282,0.2052055033287959,0.07114290066492342,998.288883535351,0.5984289253816609,63.04039130061636,233.2302150810001
full,PR,11.75,59.92352153042793,0.7236014756701361,0.2052556515757047,0.07114287275415933,998.2889579288261,0.5967429375908934,63.0336925726818,237.52971728600005
full,PR,12,59.9222454909675,0.7235516671879206,0.2053054877514628,0.07114284506061595,998.2890327682667,0.5950887516477377,63.02734658480516,242.22566150600005
full,PR,12.25,59.92097973328735,0.7235021604043559,0.205355022007953,0.071142817587691,998.2891080680754,0.5934654991349694,63.02132878136317,246.93277727800023
full,PR,12.5,59.91972424230649,0.7234529454845496,0.2054042641766111,0.07114279033883933,998.2891838422779,0.5918723475334667,63.01561558502947,252.96126698900025
full,PR,12.75,59.91847900409214,0.7234040129007054,0.2054532237817418,0.07114276331755223,998.289260104507,0.5903084975980672,63.01018434793129,257.5681575620001
full,PR,13,59.91724400512811,0.7233553534203355,0.205501910052325,0.07114273652733977,998.2893368679769,0.5887731810461271,63.00501330947559,262.3361556990003
full,PR,13.25,59.91601923230171,0.7233069580966797,0.2055503319316065,0.07114270997171361,998.2894141454572,0.5872656585104278,63.00008156014458,266.00069377800037
full,PR,13.5,59.91480467255538,0.7232588182596572,0.2055984980861701,0.07114268365417258,998.2894919492638,0.5857852177163787,62.99536901058546,270.11263304400063
full,PR,13.75,59.91360031259829,0.7232109255078397,0.2056464169139721,0.07114265757818827,998.2895702912482,0.5843311718510488,62.9908563653445,275.0030750370006
full,PR,14,59.91240613867801,0.7231632717012505,0.2056940965515558,0.07114263174719404,998.2896491827863,0.5829028580961457,62.98652510062808,280.3801446730008
full,PR,14.25,59.91122213642981,0.7231158489548382,0.2057415448805869,0.07114260616457489,998.2897286347779,0.5814996363024378,62.98235744550926,284.6762021390009
full,PR,14.5,59.91004829065933,0.7230686496324692,0.205788769533872,0.07114258083365942,998.2898086576482,0.5801208877865267,62.97833636603646,289.7005878660011
full,PR,14.75,59.908884585205,0.7230216663413129,0.2058357779009742,0.07114255575771274,998.2898892613506,0.5787660142340804,62.97444555174189,293.9300189640012
full,PR,15,59.90773100303579,0.7229748919265077,0.2058825771335596,0.07114253093993261,998.2899704553773,0.5774344366962232,62.97066940409163,298.80300825000086
full,PR,15.25,59.9065875261529,0.7229283194660285,0.2059291741505257,0.07114250638344605,998.2900522487662,0.5761255946677198,62.96699302645998,302.6682066820008
full,PR,15.5,59.90545413560084,0.7228819422656526,0.2059755756430399,0.07114248209130759,998.2901346501242,0.5748389452371102,62.96340221526177,306.6368751090008
full,PR,15.75,59.90433081082991,0.72283575404319,0.2060217878899813,0.07114245806682881,998.2902176682018,0.5735739623006008,62.95986902962237,310.3607710200008
full,PR,16,59.90321752908281,0.7227897487469049,0.2060678169399247,0.07114243431317126,998.2903013109884,0.5723301358323201,62.95637024737927,314.04629243700083
full,PR,16.25,59.90211426754826,0.7227439202698049,0.2061136688972531,0.07114241083294219,998.2903855851708,0.5711069712051038,62.95290468073358,318.18225462400096
full,PR,16.5,59.90102100333454,0.7226982627707039,0.2061593496004891,0.07114238762880662,998.2904704974238,0.569903988557262,62.94946313759583,321.8998692690011
full,PR,16.75,59.89993771238236,0.7226527706448838,0.2062048646517349,0.07114236470338148,998.2905560541462,0.5687207222005548,62.94603496527449,325.4839020630011
full,PR,17,59.89886436961859,0.7226074385045594,0.2062502194362213,0.07114234205921928,998.290642261417,0.567556720064546,62.9426096242175,329.6127152210015
full,PR,17.25,59.89780094929357,0.7225622611657631,0.2062954191354265,0.07114231969881116,998.290729125025,0.566411543174326,62.93917708466559,334.2926910440019
full,PR,17.5,59.89674742519685,0.7225172336384621,0.2063404687369436,0.07114229762459372,998.2908166504961,0.5652847651583767,62.93572792931126,338.78314909000164
full,PR,17.75,59.89570377108323,0.7224723511181781,0.2063853730428652,0.07114227583895763,998.2909048431264,0.5641759717838801,62.93225337703958,343.2196645290014
full,PR,18,59.89466996086202,0.7224276089783004,0.206430136677443,0.07114225434425575,998.2909937080261,0.5630847605173176,62.92874528378117,346.46776258000136
full,PR,18.25,59.89364596872186,0.7223830027626695,0.2064747640945187,0.07114223314281198,998.2910832501324,0.5620107401080718,62.92519613633389,349.71122812500107
full,PR,18.5,59.89263176936556,0.722338528178211,0.2065192595848598,0.07114221223692931,998.2911734742655,0.5609535301934331,62.92159904403313,352.79123988300125
full,PR,18.75,59.89162733821603,0.7222941810875807,0.2065636272835215,0.07114219162889851,998.2912643851406,0.5599127609229929,62.91794772988533,356.5552096160013
full,PR,19,59.89063265154831,0.7222499575017703,0.2066078711772242,0.07114217132100585,998.291355987411,0.558888072601367,62.91423652175324,360.0583072420013
full,PR,19.25,59.88964768671173,0.7222058535726638,0.2066519951117952,0.07114215131554098,998.2914482856844,0.5578791153474869,62.91046034384869,363.56783818500116
full,PR,19.5,59.88867242234606,0.7221618655855625,0.2066960027996336,0.07114213161480351,998.2915412845641,0.5568855487696575,62.90661470868703,366.94459977900124
full,PR,19.75,59.88770683847502,0.7221179899517284,0.2067398978271611,0.07114211222111057,998.2916349886624,0.5559070416548815,62.90269570963128,370.1959405000016
full,PR,20,59.88675091664202,0.7220742232009342,0.2067836836622635,0.07114209313680221,998.2917294026269,0.5549432716719135,62.89870001414467,373.69614864400137
full,PR,20.25,59.88580464003002,0.7220305619740629,0.2068273636616908,0.07114207436424674,998.2918245311654,0.5539939250866812,62.89462485786641,376.90500082100107
full,PR,20.5,59.88486799357135,0.7219870030157701,0.2068709410783845,0.07114205590584587,998.2919203790615,0.5530586964897158,62.89046803961793,381.11364835200084
full,PR,20.75,59.88394096405427,0.7219435431672903,0.2069144190686711,0.07114203776403809,998.2920169511917,0.5521372885345308,62.88622791742097,385.54166215200075
full,PR,21,59.88302354019548,0.7219001793593263,0.2069578006993713,0.07114201994130209,998.2921142525469,0.5512294116864535,62.88190340564508,389.862746744001
full,PR,21.25,59.88211571264184,0.7218569086050491,0.2070010889547922,0.07114200244015871,998.2922122882326,0.5503347839812304,62.87749397325541,393.804850935001
full,PR,21.5,59.88121747406762,0.7218137279934203,0.2070442867434072,0.07114198526317314,998.2923110634937,0.5494531307928479,62.87299964325786,397.5640329910011
full,PR,21.75,59.88032881920508,0.7217706346826133,0.2070873969044319,0.07114196841295466,998.292410583715,0.5485841846100828,62.86842099330336,402.78479135800126
full,PR,22,59.87944974486258,0.7217276258936757,0.2071304222141665,0.07114195189215748,998.2925108544343,0.547727684821356,62.86375915741467,407.67569932600145
full,PR,22.25,59.87858024993072,0.7216846989044161,0.2071733653921045,0.07114193570347929,998.2926118813429,0.5468833775072723,62.85901582876297,412.11960875000113
full,PR,22.5,59.87772033537581,0.7216418510435564,0.2072162291067834,0.07114191984966013,998.2927136702876,0.5460510152407095,62.85419326338261,416.148653398001
full,PR,22.75,59.87687000422456,0.7215990796851434,0.2072590159813766,0.0711419043334801,998.2928162272825,0.5452303568938399,62.84929428467693,420.25248653300105
full,PR,23,59.87602926153777,0.7215563822432371,0.2073017285990061,0.0711418891577565,998.2929195585028,0.5444211674519326,62.8443222885321,424.3232231770012
full,PR,23.25,59.87519811437683,0.7215137561668842,0.2073443695077751,0.07114187432534126,998.2930236702764,0.5436232178334577,62.83928124882209,428.8773331890011
full,PR,23.5,59.87437657176324,0.7214711989353721,0.2073869412255122,0.07114185983911579,998.2931285690983,0.542836284716381,62.83417572305498,432.5541979790014
full,PR,23.75,59.8735646446326,0.7214287080537893,0.2074294462442224,0.07114184570198827,998.2932342616172,0.5420601503701856,62.82901085788349,438.1931962380013
full,PR,24,59.87276234578639,0.721386281048865,0.2074718870342474,0.07114183191688815,998.2933407546359,0.5412946024934432,62.8237923941797,442.69973059400127
full,PR,24.25,59.87196968983752,0.7213439154651203,0.2075142660481175,0.07114181848676179,998.2934480551069,0.5405394340568171,62.81852667135446,447.21312591400147
full,PR,24.5,59.87118669316023,0.7213016088613251,0.2075565857241061,0.07114180541456794,998.2935561701202,0.539794443151021,62.81322063059271,451.6124593180016
full,PR,24.75,59.87041337383926,0.7212593588072784,0.2075988484894508,0.07114179270327149,998.2936651069094,0.5390594328397126,62.80788181667065,456.54884661400183
full,PR,25,59.86964975160722,0.7212171628807196,0.2076410567634414,0.07114178035583898,998.2937748728428,0.5383342110171064,62.8025183780259,461.729184611002
full,PR,25.25,59.86883499656298,0.7211786930793839,0.2076795412503726,0.07114176567024365,998.2938820402903,0.5376145331480603,62.77762187874296,510.49360841400176
full,PR,25.5,59.86796996799671,0.7211422771877209,0.2077159742772507,0.07114174853502876,998.2939839386095,0.5369051575460778,62.76938040581047,525.9702158580017
full,PR,25.75,59.86709663519378,0.7211055782326616,0.2077526907536988,0.07114173101363928,998.2940837960535,0.5362059909050917,62.7667221776693,535.2383911230013
full,PR,26,59.8662183587372,0.7210686995936688,0.2077895871431808,0.07114171326315052,998.2941823343889,0.5355160691260015,62.76576550077844,546.8968623620012
full,PR,26.25,59.86533691124813,0.7210316767221464,0.2078266279392314,0.07114169533862205,998.2942797896978,0.5348356091307054,62.76582210847093,555.8684578850011
full,PR,26.5,59.86445363501046,0.7209945359999453,0.2078637867275694,0.07114167727248509,998.2943762944034,0.534165101448417,62.76658805999755,564.2082868390007
full,PR,26.75,59.8635693720453,0.7209573052265914,0.2079010356744252,0.07114165909898262,998.2944720338323,0.5335037434817103,62.76777253424202,569.7086956770008
full,PR,27,59.8626846368123,0.7209200056737654,0.2079383534855501,0.07114164084068444,998.2945671416094,0.5328507718368225,62.76916796600226,575.3918663510008
full,PR,27.25,59.86179992489313,0.7208826505964523,0.2079757268931039,0.07114162251044387,998.2946616851458,0.5322060390931923,62.77076822019855,581.4967222520008
full,PR,27.5,59.86091564362302,0.7208452519571354,0.2080131439237236,0.0711416041191415,998.2947557227275,0.5315693982003981,62.77254005138589,586.2446809550011
full,PR,27.75,59.86003213623478,0.7208078201142221,0.2080505942095412,0.07114158567623605,998.2948493052894,0.5309407041170535,62.77445442243705,591.3527422830007
full,PR,28,59.85914969449397,0.7207703640288918,0.2080880687810265,0.07114156719008162,998.2949424778292,0.5303198144340482,62.77648787671354,597.223560069001
full,PR,28.25,59.85826856784933,0.7207328914795061,0.2081255598523478,0.07114154866814663,998.2950352804972,0.5297065896281817,62.77862133120433,603.2240002550006
full,PR,28.5,59.85738897065819,0.7206954092400666,0.2081630606427566,0.07114153011717676,998.2951277494143,0.5291008931544898,62.78083900686973,610.4617031560006
full,PR,28.75,59.85651108761371,0.7206579232259848,0.2082005652306991,0.07114151154331616,998.2952199173005,0.5285025914593721,62.78312765518,615.7412687000005
full,PR,29,59.85563507845763,0.7206204386145948,0.208238068433204,0.07114149295220067,998.2953118139737,0.5279115539530727,62.78547600722052,622.3283075400009
full,PR,29.25,59.85476108170756,0.7205829599448447,0.208275565706125,0.07114147434903048,998.2954034667526,0.5273276529603399,62.78787437597044,628.8722142190009
full,PR,29.5,59.8538892177304,0.7205454912006777,0.2083130530606951,0.07114145573862744,998.2954949007653,0.5267507636598016,62.79031436332485,636.6602392630007
full,PR,29.75,59.85301959130229,0.7205080358812997,0.2083505269932191,0.07114143712548163,998.2955861392238,0.5261807640177713,62.79278863948749,644.3602140500006
full,PR,30,59.85215229378397,0.720470597060959,0.208387984425252,0.07114141851378915,998.2956772036384,0.5256175347191238,62.79529077315992,650.8338197100006
full,SW,0,60,0.724764058927881,0.2037869291979876,0.07144901187413794,999.1975732906534,0.7255082550643274,,0.0
full,SW,0.25,59.99734334860472,0.7246399081560466,0.2039111236791937,0.07144896816476008,999.1977711732864,0.8330217246854197,64.05215200736454,6.172291320000113
full,SW,0.5,59.9949369042206,0.7245355902410096,0.2040154772937859,0.07144893246520435,999.1979756017323,0.8238001974681101,64.14767824022451,10.684861991000162
full,SW,0.75,59.9926811193835,0.724440202620948,0.2041108959992396,0.07144890137981333,999.1981859553406,0.8001854321546615,64.16685218250895,15.611109259000386
full,SW,1,59.99052879100612,0.7243499975037803,0.2042011291540506,0.07144887334216939,999.1984009258957,0.7784020624901731,64.15047949243342,20.375058532000367
full,SW,1.25,59.98845572961586,0.724263384225844,0.2042877682174017,0.07144884755675456,999.1986195263746,0.7603471196187626,64.11605665571409,27.04164984800036
full,SW,1.5,59.98644716560236,0.7241795677160409,0.2043716087254999,0.07144882355845994,999.198841019209,0.7455810797037296,64.07207842404669,33.530481852000776
full,SW,1.75,59.9844928213184,0.7240980911063897,0.2044531078529887,0.07144880104062179,999.1990648305994,0.7334021278956299,64.02315441542585,39.64111011700106
full,SW,2,59.98258500697916,0.7240186591324014,0.2045325610844739,0.07144877978312471,999.1992905020804,0.7232076599160223,63.9720054365495,46.83710421900105
full,SW,2.25,59.98071774351133,0.7239410618379046,0.2046101785432528,0.07144875961884219,999.1995176623612,0.714532369824849,63.92032451746238,51.393086393000885
full,SW,2.5,59.97888627785325,0.7238651383839821,0.2046861211999527,0.07144874041606539,999.1997460090166,0.7070266832765647,63.8691921538511,56.556126179000785
full,SW,2.75,59.97708677068371,0.7237907585178429,0.2047605194138245,0.07144872206833286,999.1999752953814,0.7004294030689018,63.81929966986166,62.6267753380007
full,SW,3,59.97531608326398,0.7237178124754524,0.2048334830365015,0.0714487044880454,999.2002053205944,0.6945449535217275,63.7710809364656,69.2140273290006
full,SW,3.25,59.97357162243698,0.723646205166696,0.2049051072311069,0.07144868760219711,999.2004359217202,0.6892261495942479,63.72479552418793,74.32364691900057
full,SW,3.5,59.97185122653479,0.7235758526412872,0.2049754760093387,0.07144867134937383,999.2006669674491,0.6843615252946542,63.68058368338554,80.94773733900047
full,SW,3.75,59.9701530747492,0.7235066798228641,0.2050446644995735,0.07144865567756303,999.2008983529641,0.6798660661856191,63.63850381650422,85.97735996600068
full,SW,4,59.96847562508898,0.7234386189700112,0.2051127404874906,0.071448640542498,999.2011299957441,0.6756744596297077,63.59855847902951,91.61356828500084
full,SW,4.25,59.966817561978,0.7233716085693638,0.2051797655242594,0.07144862590637706,999.2013618320865,0.6717361531622247,63.56071262915214,97.28675923500077
full,SW,4.5,59.96517775610132,0.7233055924976211,0.2052457957655292,0.07144861173685002,999.2015938142392,0.6680117185925607,63.52490651294011,104.93518971300091
full,SW,4.75,59.96355523280085,0.7232405193585378,0.2053108826352595,0.07144859800620283,999.2018259080104,0.6644701624573376,63.4910647858755,111.74175842000113
full,SW,5,59.96194914672488,0.7231763419392506,0.2053750733700576,0.07144858469069228,999.2020580907657,0.6610869253100637,63.459102939484,117.50968464000107
full,SW,5.25,59.96035876167583,0.7231130167522359,0.2054384114777665,0.07144857176999751,999.2022903497489,0.6578423849445691,63.42893180779403,123.24565222700085
full,SW,5.5,59.9587834340784,0.7230505036418832,0.2055009371313552,0.07144855922676188,999.2025226806627,0.6547207303041758,63.40046071491486,130.29946606600106
full,SW,5.75,59.95722259969966,0.7229887654417081,0.2055626875120845,0.0714485470462074,999.2027550864763,0.6517091095923342,63.37359963105707,134.50625348800122
full,SW,6,59.95567576235634,0.7229277676731423,0.2056236971110483,0.07144853521580963,999.2029875764022,0.648796982346063,63.34826061392103,139.02402781900128
full,SW,6.25,59.95414248468614,0.7228674782790134,0.2056839979959675,0.07144852372501927,999.2032201650246,0.6459756240520155,63.32435873759135,142.66529594700114
full,SW,6.5,59.95262238070381,0.7228078673867568,0.2057436200482186,0.07144851256502395,999.2034528715653,0.6432377454520539,63.30181265549936,145.901407923001
full,SW,6.75,59.95111510925626,0.7227489070974102,0.2058025911740456,0.07144850172854358,999.2036857192367,0.6405771985188178,63.28054490373786,150.16711204100102
full,SW,7,59.94962036833793,0.7226905712972043,0.2058609374931437,0.07144849120965197,999.2039187346958,0.6379887482510047,63.26048202189853,153.9759083150011
full,SW,7.25,59.94813789053824,0.7226328354891075,0.2059186835072704,0.07144848100362193,999.2041519475703,0.6354678946928962,63.24155454749315,158.99776795400112
full,SW,7.5,59.94666743886289,0.7225756766419985,0.2059758522512108,0.07144847110679096,999.2043853900237,0.6330107334559378,63.22369692465537,163.0253271720012
full,SW,7.75,59.94520880326617,0.7225190730555825,0.2060324654279769,0.07144846151644105,999.2046190964113,0.6306138458885092,63.20684735660726,166.7965716290014
full,SW,8,59.94376179778127,0.7224630042393645,0.2060885435299414,0.07144845223069395,999.2048531029438,0.6282742121770892,63.19094762317189,170.89994768000133
full,SW,8.25,59.94232625790406,0.7224074508041141,0.2061441059474684,0.07144844324841763,999.2050874474008,0.625989142259333,63.17594287860965,176.91598730100122
full,SW,8.5,59.94090203820508,0.7223523943645229,0.2061991710663348,0.07144843456914288,999.2053221688719,0.6237562206313874,63.16178144065141,181.45601618400133
full,SW,8.75,59.93948901058933,0.7222978174520375,0.2062537563549752,0.07144842619298722,999.205557307542,0.6215732620380354,63.14841457838687,185.54797419700162
full,SW,9,59.93808706162856,0.7222437034361623,0.2063078784432497,0.07144841812058873,999.2057929044533,0.6194382757225859,63.13579630430404,189.99732832200152
full,SW,9.25,59.93669609129068,0.7221900364545848,0.2063615531923722,0.07144841035304297,999.2060290013287,0.6173494364361715,63.12388317406354,194.52539743200168
full,SW,9.5,59.93531601162881,0.7221368013502182,0.2064147957579343,0.07144840289184753,999.206265640383,0.6153050608071096,63.11263409633582,199.71757209100178
full,SW,9.75,59.9339467456239,0.7220839836147958,0.2064676206463548,0.07144839573884942,999.2065028641756,0.6133035879832682,63.1020101541263,204.49358480200135
full,SW,10,59.93258822576291,0.7220315693384382,0.2065200417653635,0.07144838889619852,999.2067407154293,0.6113435636802332,63.09197443835825,209.22056748400155
full,SW,10.25,59.93124039297272,0.7219795451644796,0.2065720724692178,0.07144838236630241,999.2069792369073,0.6094236269656501,63.08249189401365,213.16135384600148
full,SW,10.5,59.92990319551559,0.7219278982491261,0.2066237255990885,0.07144837615178584,999.2072184712663,0.6075424992435678,63.07352917880031,218.3188094920015
full,SW,10.75,59.92857658809169,0.7218766162254375,0.2066750135191096,0.07144837025545299,999.2074584609286,0.6056989750331577,63.06505453407731,222.6111924560014
full,SW,11,59.92726053091989,0.721825687171224,0.2067259481485245,0.07144836468025159,999.2076992479622,0.6038919142029948,63.0570376676112,228.062282969001
full,SW,11.25,59.92595498902969,0.7217750995804632,0.2067765409902978,0.0714483594292394,999.2079408739702,0.6021202353913611,63.04944964762251,233.09859194200135
full,SW,11.5,59.92465993170222,0.7217248423379135,0.2068268031565328,0.07144835450555438,999.2081833799876,0.6003829103977544,63.04226280751316,236.97764622000113
full,SW,11.75,59.92337533130435,0.7216749046964123,0.2068767453912025,0.07144834991238622,999.2084268063679,0.5986789593745353,63.03545066061952,241.0611459400011
full,SW,12,59.92210116298026,0.721625276256976,0.2069263780900744,0.07144834565294876,999.2086711927152,0.597007446680266,63.02898782431281,246.1170342950013
full,SW,12.25,59.92083740420335,0.7215759469510334,0.2069757113185088,0.0714483417304575,999.2089165777775,0.595367477283309,63.02284995275844,251.019430663001
full,SW,12.5,59.91958403456034,0.7215269070250976,0.2070247548267961,0.0714483381481059,999.2091629993895,0.5937581936249958,63.01701367764718,256.4152902180008
full,SW,12.75,59.91834103446691,0.7214781470258026,0.2070735180651511,0.07144833490904681,999.2094104943948,0.5921787728683872,63.0114565562176,260.88890289000074
full,SW,13,59.91710838518146,0.7214296577882536,0.207122010195373,0.07144833201637335,999.209659098601,0.5906284244721306,63.00615702591098,264.732187730001
full,SW,13.25,59.91588606850794,0.7213814304251069,0.2071702401017891,0.07144832947310392,999.2099088467144,0.5891063880397799,63.00109436501616,268.737525767001
full,SW,13.5,59.91467406645847,0.7213334563167304,0.2072182164011017,0.07144832728216804,999.2101597723085,0.5876119314033248,62.99624865868974,273.35355094000124
full,SW,13.75,59.91347236096762,0.7212857271024373,0.207265947451168,0.07144832544639447,999.2104119077925,0.586144348907402,62.99160076975987,278.87941164400127
full,SW,14,59.91228093366286,0.7212382346726085,0.20731344135889,0.07144832396850183,999.2106652843905,0.5847029598655743,62.98713231375971,284.20355694000136
full,SW,14.25,59.91109976568728,0.7211909711615503,0.2073607059873593,0.07144832285109073,999.2109199321275,0.5832871071649693,62.98282563765981,289.0749054040016
full,SW,14.5,59.90992883751936,0.7211439289409666,0.2074077489623948,0.07144832209663797,999.2111758798221,0.5818961559996871,62.97866380181227,293.5413436830013
full,SW,14.75,59.9087681287674,0.7210971006139135,0.2074545776785937,0.07144832170749257,999.2114331551029,0.5805294927165404,62.97463056464894,297.87741163300143
full,SW,15,59.90761761826139,0.7210504790091213,0.207501199305005,0.07144832168587423,999.2116917844008,0.579186523758851,62.97071036971584,301.9536582780015
