eos,time_day,pressure_min_bar,pressure_avg_bar,pressure_max_bar,s_o_avg,s_g_avg,s_w_avg,rho_w_avg_kg_m3,producer_surface_rate_magnitude_m3_s,injector_bhp_bar,cumulative_nonlinear_solve_wall_s
SW,2.75,56.083446280135,59.96392543866882,61.08346176930463,0.5940663184402456,0.3320269628983619,0.07390671866139309,846.7862804878979,1.169595614977173,63.41849617603506,25.66255326999999
SW,3,56.01633702885267,59.96107852700067,61.11060960416091,0.5940144327369775,0.3320789997118651,0.07390656755115674,846.7864971375848,1.153488905692149,63.39456045827878,27.675437714000054
SW,3.25,55.95422444421546,59.95827156943827,61.13605667816933,0.5939636464517487,0.3321299345039508,0.07390641904429995,846.7867138284113,1.138671749853319,63.37121007146521,30.13765871400028
SW,3.5,55.89642853930633,59.9555018792387,61.16003039159943,0.5939138807484777,0.3321798462947766,0.07390627295674655,846.7869305426127,1.124954558373942,63.34853053184959,32.212613818000136
SW,3.75,55.84240175083186,59.95276713458838,61.18271490178495,0.5938650664314168,0.3322288044392763,0.07390612912930712,846.787147274972,1.112186087187678,63.32657483546888,34.472367008999754
SW,4,55.79169530912142,59.95006531204465,61.2042624919246,0.5938171422439863,0.3322768703328379,0.07390598742317592,846.7873640302961,1.100243857293842,63.30537354924589,36.46345371799953
SW,4.25,55.74393629713803,59.9473946362213,61.22480118997829,0.5937700535602167,0.332324098723315,0.07390584771646844,846.7875808214759,1.089027442419169,63.28494145681387,39.06892262199972
SW,4.5,55.69881135363136,59.94475354015294,61.24444006896028,0.5937237513532001,0.3323705387453001,0.07390570990149983,846.7877976679846,1.078453623105896,63.26528206895042,41.50131935999934
SW,4.75,55.65605470178944,59.94214063325731,61.26327306077123,0.5936781913657576,0.3324162347516315,0.07390557388261107,846.7880145946918,1.068452800255915,63.24639076684765,43.47278194699902
SW,5,55.61543911331881,59.93955467566001,61.28138178247389,0.5936333334337512,0.3324612269918417,0.0739054395744065,846.7882316309123,1.058966285644799,63.2282570418375,45.308893203999105
CPA,0,60,60,60,0.7186755052802793,0.2109131987421143,0.07041129597760604,1002.073033481808,0.7335444577522385,,0.0
CPA,0.25,58.35829810906748,59.9971766260885,60.43826497680995,0.7185534952747156,0.2110352347613402,0.07041126996394445,1002.073121669646,0.8206239723759285,64.23846103842868,2.252749066999968
CPA,0.5,57.65398275029884,59.99460920300305,60.66118520891159,0.7184506290436946,0.2111381198277721,0.07041125112853255,1002.07322077154,0.8055772300389836,64.31861718564213,4.867645436000203
CPA,0.75,57.29029933829384,59.99219437862391,60.79366442666175,0.7183564558353064,0.2112323076541839,0.07041123651050904,1002.073327622276,0.7805491767451481,64.33063468927496,7.097210423999968
CPA,1,57.06348208546192,59.98988407951649,60.88351456105196,0.718267373194531,0.2113214020969555,0.0704112247085132,1002.073440100701,0.7585916498457769,64.3117400526635,9.368125551000048
CPA,1.25,56.90009584275825,59.9876540257037,60.95079499656749,0.7181818484568943,0.2114069365388946,0.07041121500421153,1002.073556929158,0.7406861084080307,64.27747043151187,12.008226706000187
CPA,1.5,56.7708381422009,59.98548951901498,61.00477243109563,0.7180991101053368,0.2114896829208166,0.07041120697384684,1002.073677260738,0.7261193366347779,64.23515426180235,14.556242901000132
CPA,1.75,56.66248046358518,59.98338037825305,61.05015675789805,0.7180187098732671,0.2115700897913864,0.07041120033534651,1002.07380048276,0.7141090138203564,64.18866688468137,17.00847973100008
CPA,2,56.56827835425374,59.98131900327948,61.08956338799545,0.7179403545006517,0.2116484506149403,0.07041119488440821,1002.073926126506,0.7040339723827852,64.14025559467579,19.162680184999772
CPA,2.25,56.48441134528431,59.97929948662311,61.12456231424508,0.717863833227336,0.2117249763080037,0.07041119046465959,1002.074053821249,0.6954306527637113,64.0913097539834,21.262088394999864
CPA,2.5,56.40852129145809,59.97731712527022,61.15616085901693,0.7177889833547026,0.2117998296932819,0.07041118695201612,1002.074183267753,0.6879573144766664,64.04272140717887,23.660142280999935
CPA,2.75,56.33904783920848,59.97536811128569,61.18504272824995,0.717715672533043,0.211873143221351,0.07041118424560626,1002.074314221394,0.681361597007313,63.99507252334151,25.888398078000137
CPA,3,56.2748977934125,59.97344931784419,61.21169449870807,0.7176437890310019,0.2119450287069386,0.07041118226206031,1002.074446480535,0.6754559772441264,63.94874153675273,28.31169163300001
CPA,3.25,56.2152681741272,59.97155814890723,61.2364765351751,0.717573236064154,0.2120155830041681,0.07041118093167838,1002.074579878147,0.6701000179129175,63.90396860440507,31.01064160299984
CPA,3.5,56.15954550555579,59.9696924241341,61.25966480724428,0.7175039283004834,0.212084891503789,0.0704111801957277,1002.074714275501,0.6651876497619822,63.860897873102,33.732219950999934
CPA,3.75,56.10724556579812,59.96785029626794,61.28147667313254,0.7174357895806126,0.2121530304149303,0.07041118000445717,1002.074849557323,0.6606380547639674,63.81960600741864,36.1434887559999
CPA,4,56.05797611285533,59.9660301879619,61.30208737781429,0.7173687513443646,0.2122200683400478,0.07041118031558713,1002.07498562798,0.6563891122072968,63.78012199415452,38.52162096200027
CPA,4.25,56.01141272112413,59.96423074223518,61.32164099639863,0.7173027514836112,0.2122860674232567,0.07041118109313102,1002.075122408405,0.6523926494492154,63.74244118741441,40.88562633800029
CPA,4.5,55.96728253349024,59.96245078395721,61.34025792734045,0.7172377334654155,0.2123510842281311,0.07041118230645385,1002.075259833629,0.6486109760561523,63.70653541521673,43.529961094000555
CPA,4.75,55.92535296651199,59.96068928960364,61.35804017831962,0.7171736456344582,0.2124151704360344,0.07041118392950738,1002.075397850734,0.6450143366440362,63.67236033703692,46.76876799800084
CPA,5,55.88542361006671,59.95894536275169,61.37507517335524,0.7171104406401957,0.2124783734196065,0.07041118594019777,1002.075536417158,0.6415790257477849,63.63986078341423,49.543470936001086
