experiment_id,step,pvi,injector_bhp_MPa,producer_bhp_MPa,delta_p_MPa
R04,70,0.7000000000000001,23.00782096462893,23.0,0.007820964628930938
R04,71,0.71,23.00788457733379,23.0,0.007884577333788912
R04,72,0.72,23.00795317524166,23.0,0.00795317524166137
R04,73,0.73,23.008032019469102,23.0,0.008032019469101214
R04,74,0.74,23.00808187820312,23.0,0.008081878203120141
R04,75,0.75,23.00808655089828,23.0,0.008086550898281076
R04,76,0.76,23.00807279970531,23.0,0.008072799705308853
R04,77,0.77,23.00805522080715,23.0,0.008055220807150931
R04,78,0.78,23.0080379100213,23.0,0.008037910021300831
R04,79,0.79,23.0080216105276,23.0,0.008021610527600842
R04,80,0.8,23.00800635341259,23.0,0.008006353412591238
R04,81,0.81,23.00799209627434,23.0,0.007992096274338677
R04,82,0.8200000000000001,23.00797863221652,23.0,0.00797863221652051
R04,83,0.8300000000000001,23.00796583343297,23.0,0.007965833432970726
R04,84,0.84,23.007953681687308,23.0,0.007953681687308745
R04,85,0.85,23.007942036057738,23.0,0.007942036057738733
R04,86,0.86,23.0079308259032,23.0,0.00793082590319898
R04,87,0.87,23.00792007595089,23.0,0.007920075950889328
R04,88,0.88,23.00790968497999,23.0,0.007909684979989607
R04,89,0.89,23.00789960981249,23.0,0.007899609812488962
R04,90,0.9,23.00788989329384,23.0,0.007889893293838667
R04,91,0.91,23.00788045366281,23.0,0.007880453662809827
R04,92,0.92,23.007871260660117,23.0,0.00787126066011865
R04,93,0.93,23.00786236459874,23.0,0.00786236459873919
R04,94,0.9400000000000001,23.00785369432413,23.0,0.007853694324128923
R04,95,0.9500000000000001,23.0078452263878,23.0,0.007845226387800608
R04,96,0.96,23.007837014115882,23.0,0.007837014115881401
R04,97,0.97,23.00782899278516,23.0,0.007828992785161405
R04,98,0.98,23.00782114301407,23.0,0.007821143014069776
R04,99,0.99,23.00781351916933,23.0,0.007813519169329198
R04,100,1.0,23.00780606074828,23.0,0.0078060607482797195
R04,101,1.01,23.00779875110405,23.0,0.007798751104050439
R04,102,1.02,23.007791644732798,23.0,0.007791644732799341
R04,103,1.03,23.007784684048367,23.0,0.007784684048368717
R04,104,1.04,23.007777854446708,23.0,0.007777854446709398
R04,105,1.05,23.0077712101298,23.0,0.007771210129800465
R04,106,1.06,23.00776469558502,23.0,0.007764695585021286
R04,107,1.07,23.00775829787079,23.0,0.007758297870790898
R04,108,1.08,23.00775207070847,23.0,0.0077520707084687505
R04,109,1.09,23.0077459600725,23.0,0.00774596007250068
R04,110,1.1,23.00773995446398,23.0,0.007739954463980325
R04,111,1.11,23.007734107057267,23.0,0.007734107057268602
R04,112,1.12,23.007728364882002,23.0,0.007728364882001415
R04,113,1.1300000000000001,23.007722717748898,23.0,0.007722717748899299
R04,114,1.1400000000000001,23.00771721828096,23.0,0.0077172182809590595
R04,115,1.1500000000000001,23.00771181423124,23.0,0.007711814231240055
R04,116,1.16,23.00770649663552,23.0,0.007706496635520921
R04,117,1.17,23.00770131759296,23.0,0.007701317592960777
R04,118,1.18,23.00769622531726,23.0,0.007696225317260996
R04,119,1.19,23.00769121201245,23.0,0.007691212012449
R04,120,1.2,23.00768632929735,23.0,0.007686329297351335
R04,121,1.21,23.00768152563312,23.0,0.0076815256331201455
R04,122,1.22,23.00767679435176,23.0,0.007676794351760918
R04,123,1.23,23.00767218664198,23.0,0.007672186641980261
R04,124,1.24,23.00766765103701,23.0,0.007667651037010614
R04,125,1.25,23.00766318196605,23.0,0.007663181966049137
R04,126,1.26,23.00765883024011,23.0,0.007658830240109183
R04,127,1.27,23.00765454431816,23.0,0.007654544318160106
R04,128,1.28,23.00765031970169,23.0,0.0076503197016904775
R04,129,1.29,23.00764620687548,23.0,0.0076462068754807435
R04,130,1.3,23.00764215410154,23.0,0.007642154101540654
R04,131,1.31,23.00763815802747,23.0,0.007638158027469899
R04,132,1.32,23.00763426857874,23.0,0.007634268578740944
R04,133,1.33,23.00763043399342,23.0,0.007630433993421093
R04,134,1.34,23.007626652798812,23.0,0.007626652798811051
R04,135,1.35,23.00762297191158,23.0,0.007622971911578702
R04,136,1.36,23.00761934190312,23.0,0.007619341903119903
R04,137,1.37,23.00761576238732,23.0,0.007615762387320047
R04,138,1.3800000000000001,23.00761227730269,23.0,0.007612277302689563
R04,139,1.3900000000000001,23.00760883947181,23.0,0.007608839471811279
R04,140,1.4000000000000001,23.00760544957731,23.0,0.0076054495773092866
R04,141,1.41,23.007602148629893,23.0,0.007602148629891304
R04,142,1.42,23.00759889162735,23.0,0.0075988916273502126
R04,143,1.43,23.00759568030364,23.0,0.0075956803036405065
R04,144,1.44,23.007592552794172,23.0,0.007592552794170615
R04,145,1.45,23.00758946620036,23.0,0.007589466200360562
R04,146,1.46,23.007586423290288,23.0,0.007586423290288735
R04,147,1.47,23.007583459378118,23.0,0.007583459378119528
R04,148,1.48,23.007580533601008,23.0,0.007580533601009165
R04,149,1.49,23.00757764974421,23.0,0.007577649744209225
R04,150,1.5,23.007574840355552,23.0,0.007574840355550805
R04,151,1.51,23.00757206654346,23.0,0.00757206654346021
R04,152,1.52,23.007569333093432,23.0,0.0075693330934313964
R04,153,1.53,23.00756666984245,23.0,0.007566669842449869
R04,154,1.54,23.007564039808738,23.0,0.007564039808738698
R04,155,1.55,23.00756144876122,23.0,0.007561448761219935
R04,156,1.56,23.00755892388162,23.0,0.007558923881620672
R04,157,1.57,23.00755643003929,23.0,0.007556430039289808
R04,158,1.58,23.007553973969852,23.0,0.007553973969851313
R04,159,1.59,23.00755158025518,23.0,0.0075515802551791465
R04,160,1.6,23.007549215559727,23.0,0.00754921555972885
R04,161,1.61,23.00754688756912,23.0,0.007546887569120031
R04,162,1.62,23.00754461832042,23.0,0.007544618320420682
R04,163,1.6300000000000001,23.00754237621955,23.0,0.007542376219549851
R04,164,1.6400000000000001,23.0075401698856,23.0,0.0075401698856012445
R04,165,1.6500000000000001,23.00753801886524,23.0,0.007538018865238883
R04,166,1.6600000000000001,23.00753589325454,23.0,0.007535893254541293
R04,167,1.67,23.00753380258955,23.0,0.007533802589549055
R04,168,1.68,23.00753176398035,23.0,0.007531763980350092
R04,169,1.69,23.007529749163872,23.0,0.007529749163870747
R04,170,1.7,23.00752776857686,23.0,0.007527768576861149
R04,171,1.71,23.00752583694565,23.0,0.007525836945649189
R04,172,1.72,23.00752392760091,23.0,0.007523927600911406
R04,173,1.73,23.00752205186382,23.0,0.007522051863819002
R04,174,1.74,23.00752022212906,23.0,0.007520222129059562
R04,175,1.75,23.00751841327564,23.0,0.007518413275639091
R04,176,1.76,23.007516637493232,23.0,0.00751663749323086
R04,177,1.77,23.00751490489586,23.0,0.007514904895859331
R04,178,1.78,23.00751319186736,23.0,0.007513191867360547
R04,179,1.79,23.00751151145008,23.0,0.007511511450078956
R04,180,1.8,23.007509871527382,23.0,0.007509871527381052
R04,181,1.81,23.00750824994616,23.0,0.007508249946158685
R04,182,1.82,23.00750666058574,23.0,0.007506660585738701
R04,183,1.83,23.00750510914785,23.0,0.007505109147851385
R04,184,1.84,23.00750357490217,23.0,0.00750357490217084
R04,185,1.85,23.007502072549638,23.0,0.007502072549638683
R04,186,1.86,23.007500605658212,23.0,0.007500605658211157
R04,187,1.87,23.00749915488168,23.0,0.0074991548816797145
R04,188,1.8800000000000001,23.00749773572744,23.0,0.007497735727440613
R04,189,1.8900000000000001,23.00749634967638,23.0,0.0074963496763786
R04,190,1.9000000000000001,23.007494978729262,23.0,0.007494978729260993
R04,191,1.9100000000000001,23.00749363918493,23.0,0.0074936391849291795
R04,192,1.92,23.00749233048294,23.0,0.007492330482941156
R04,193,1.93,23.007491035935168,23.0,0.0074910359351690655
R04,194,1.94,23.007489772617213,23.0,0.007489772617211088
R04,195,1.95,23.00748853797185,23.0,0.007488537971849496
R04,196,1.96,23.00748731658755,23.0,0.007487316587548776
R04,197,1.97,23.00748612630222,23.0,0.007486126302219986
R04,198,1.98,23.00748496260534,23.0,0.007484962605340683
R04,199,1.99,23.00748381132876,23.0,0.007483811328759771
R04,200,2.0,23.00748269105846,23.0,0.007482691058459068
R04,201,2.0100000000000002,23.007481595373,23.0,0.00748159537299955
R04,202,2.02,23.00748051131557,23.0,0.007480511315569061
R04,203,2.0300000000000002,23.00747945820627,23.0,0.007479458206270806
R04,204,2.04,23.007478427754048,23.0,0.007478427754048766
R04,205,2.05,23.00747740818257,23.0,0.007477408182569434
R04,206,2.06,23.00747641953233,23.0,0.007476419532329715
R04,207,2.07,23.00747545168294,23.0,0.007475451682938683
R04,208,2.08,23.00747449400871,23.0,0.0074744940087100534
R04,209,2.09,23.00747356725713,23.0,0.007473567257130753
R04,210,2.1,23.00747265951762,23.0,0.007472659517620173
R04,211,2.11,23.00747176128646,23.0,0.0074717612864589
R04,212,2.12,23.0074708940049,23.0,0.007470894004899265
R04,213,2.13,23.00747004401036,23.0,0.007470044010361221
R04,214,2.14,23.00746920289336,23.0,0.007469202893361171
R04,215,2.15,23.00746839277598,23.0,0.0074683927759792825
R04,216,2.16,23.00746759828082,23.0,0.007467598280820198
R04,217,2.17,23.00746681206583,23.0,0.007466812065828776
R04,218,2.18,23.00746605692129,23.0,0.007466056921290942
R04,219,2.19,23.007465315791087,23.0,0.007465315791088755
R04,220,2.2,23.00746458237485,23.0,0.0074645823748511475
R04,221,2.21,23.00746388011854,23.0,0.0074638801185386685
R04,222,2.22,23.007463190322632,23.0,0.007463190322630453
R04,223,2.23,23.00746250770337,23.0,0.007462507703368715
R04,224,2.24,23.00746185635031,23.0,0.007461856350309404
R04,225,2.25,23.00746121595473,23.0,0.007461215954731415
R04,226,2.2600000000000002,23.007460582225388,23.0,0.007460582225388634
R04,227,2.27,23.00745997988349,23.0,0.007459979883489609
R04,228,2.2800000000000002,23.00745938704448,23.0,0.0074593870444800816
R04,229,2.29,23.00745880038632,23.0,0.007458800386319808
R04,230,2.3000000000000003,23.00745824525018,23.0,0.007458245250180085
R04,231,2.31,23.00745769820811,23.0,0.007457698208111196
R04,232,2.32,23.0074571568847,23.0,0.007457156884700567
R04,233,2.33,23.00745664722967,23.0,0.007456647229670921
R04,234,2.34,23.00745614430323,23.0,0.0074561443032308715
R04,235,2.35,23.00745564713467,23.0,0.007455647134671039
R04,236,2.36,23.00745518085172,23.0,0.007455180851721366
R04,237,2.37,23.00745472041697,23.0,0.007454720416970417
R04,238,2.38,23.007454266273832,23.0,0.007454266273830968
R04,239,2.39,23.00745384134267,23.0,0.007453841342669421
R04,240,2.4,23.00745342184366,23.0,0.00745342184366109
R04,241,2.41,23.00745300918209,23.0,0.007453009182088977
R04,242,2.42,23.00745262410782,23.0,0.007452624107818906
R04,243,2.43,23.007452244067117,23.0,0.00745224406711884
R04,244,2.44,23.00745187140662,23.0,0.007451871406618693
R04,245,2.45,23.00745152475427,23.0,0.007451524754270622
R04,246,2.46,23.00745118275296,23.0,0.007451182752959085
R04,247,2.47,23.00745084867078,23.0,0.007450848670779919
R04,248,2.48,23.0074505390606,23.0,0.007450539060599226
R04,249,2.49,23.0074502337337,23.0,0.007450233733700884
R04,250,2.5,23.00744993686021,23.0,0.00744993686020905
R04,251,2.5100000000000002,23.007449662963317,23.0,0.007449662963318815
R04,252,2.52,23.00744939299537,23.0,0.007449392995368953
R04,253,2.5300000000000002,23.00744913200974,23.0,0.007449132009739401
R04,254,2.54,23.00744889254379,23.0,0.007448892543789043
R04,255,2.5500000000000003,23.0074486566646,23.0,0.00744865666459873
R04,256,2.56,23.007448430290502,23.0,0.0074484302905005965
R04,257,2.57,23.00744822401552,23.0,0.007448224015519145
R04,258,2.58,23.00744802099601,23.0,0.0074480209960086086
R04,259,2.59,23.007447827997417,23.0,0.007447827997418699
R04,260,2.6,23.00744765371163,23.0,0.007447653711631119
R04,261,2.61,23.00744748235966,23.0,0.007447482359660284
R04,262,2.62,23.00744732153671,23.0,0.00744732153671066
R04,263,2.63,23.007447178072418,23.0,0.0074471780724195465
R04,264,2.64,23.007447037228623,23.0,0.007447037228621412
R04,265,2.65,23.0074469074134,23.0,0.0074469074133986625
R04,266,2.66,23.00744679363282,23.0,0.0074467936328204585
R04,267,2.67,23.00744668216642,23.0,0.00744668216642026
R04,268,2.68,23.007446582218712,23.0,0.007446582218710774
R04,269,2.69,23.00744649700969,23.0,0.007446497009689778
R04,270,2.7,23.0074464138142,23.0,0.007446413814199105
R04,271,2.71,23.00744634261717,23.0,0.007446342617168966
R04,272,2.72,23.00744628488883,23.0,0.0074462848888288136
R04,273,2.73,23.00744622887769,23.0,0.007446228877691396
R04,274,2.74,23.0074461853334,23.0,0.007446185333398603
R04,275,2.75,23.0074461540117,23.0,0.007446154011699946
R04,276,2.7600000000000002,23.00744612411365,23.0,0.007446124113650398
R04,277,2.77,23.007446107138442,23.0,0.007446107138440539
R04,278,2.7800000000000002,23.00744610116146,23.0,0.0074461011614602056
R04,279,2.79,23.00744609631591,23.0,0.007446096315911177
R04,280,2.8000000000000003,23.007446104835612,23.0,0.007446104835611323
R04,281,2.81,23.0074461231488,23.0,0.0074461231487987336
R04,282,2.82,23.00744614230078,23.0,0.007446142300779002
R04,283,2.83,23.00744617524571,23.0,0.007446175245709697
R04,284,2.84,23.00744621679696,23.0,0.00744621679696138
R04,285,2.85,23.007446258891658,23.0,0.0074462588916588855
R04,286,2.86,23.00744631519177,23.0,0.007446315191771191
R04,287,2.87,23.00744637892659,23.0,0.007446378926590569
R04,288,2.88,23.00744644290208,23.0,0.007446442902079298
R04,289,2.89,23.007446521484038,23.0,0.007446521484038726
R04,290,2.9,23.007446606340782,23.0,0.007446606340781159
R04,291,2.91,23.007446691113298,23.0,0.007446691113298698
R04,292,2.92,23.007446790911622,23.0,0.007446790911620838
R04,293,2.93,23.00744689580952,23.0,0.00744689580951956
R04,294,2.94,23.00744700022928,23.0,0.0074470002292798656
R04,295,2.95,23.00744713733865,23.0,0.007447137338650123
R04,296,2.96,23.00744728330784,23.0,0.00744728330784028
R04,297,2.97,23.00744742858445,23.0,0.007447428584450222
R04,298,2.98,23.00744757285411,23.0,0.007447572854110263
R04,299,2.99,23.007447716103847,23.0,0.0074477161038487335
R04,300,3.0,23.00744785832967,23.0,0.007447858329669543
R04,301,3.0100000000000002,23.00744799952853,23.0,0.007447999528528726
R04,302,3.02,23.00744813969809,23.0,0.0074481396980900175
R04,303,3.0300000000000002,23.007448278836712,23.0,0.007448278836710643
R04,304,3.04,23.007448416943358,23.0,0.007448416943358893
R04,305,3.0500000000000003,23.00744855401764,23.0,0.007448554017639708
R04,306,3.06,23.00744869005969,23.0,0.007448690059689511
R04,307,3.0700000000000003,23.00744882507021,23.0,0.0074488250702103185
R04,308,3.08,23.007448959050418,23.0,0.00744895905041858
R04,309,3.09,23.00744909200199,23.0,0.0074490920019911755
R04,310,3.1,23.00744922392705,23.0,0.007449223927051207
R04,311,3.11,23.00744935482817,23.0,0.00744935482817084
R04,312,3.12,23.00744948470831,23.0,0.007449484708308774
R04,313,3.13,23.00744961357079,23.0,0.007449613570790348
R04,314,3.14,23.0074497414193,23.0,0.007449741419299017
R04,315,3.15,23.00744986825784,23.0,0.007449868257839398
R04,316,3.16,23.007449994090727,23.0,0.007449994090728751
R04,317,3.17,23.00745011892256,23.0,0.007450118922560023
R04,318,3.18,23.00745024275819,23.0,0.007450242758190484
R04,319,3.19,23.00745036560273,23.0,0.007450365602730357
R04,320,3.2,23.007450487461508,23.0,0.0074504874615087145
R04,321,3.21,23.00745060834008,23.0,0.007450608340079157
R04,322,3.22,23.00745072824416,23.0,0.0074507282441601316
R04,323,3.23,23.00745084717969,23.0,0.007450847179688936
R04,324,3.24,23.00745096515273,23.0,0.00745096515273076
R04,325,3.25,23.00745108216952,23.0,0.007451082169521328
R04,326,3.2600000000000002,23.00745119823643,23.0,0.007451198236429946
R04,327,3.27,23.00745131335995,23.0,0.007451313359950973
R04,328,3.2800000000000002,23.00745142754669,23.0,0.0074514275466896155
R04,329,3.29,23.007451540803352,23.0,0.007451540803350554
R04,330,3.3000000000000003,23.007451653136748,23.0,0.007451653136749314
R04,331,3.31,23.007451764553743,23.0,0.007451764553741214
R04,332,3.3200000000000003,23.00745187506129,23.0,0.00745187506128957
R04,333,3.33,23.00745198466642,23.0,0.007451984666420231
R04,334,3.34,23.007452093376198,23.0,0.0074520933761988315
R04,335,3.35,23.00745220119774,23.0,0.007452201197739328
R04,336,3.36,23.00745230813821,23.0,0.007452308138209673
R04,337,3.37,23.00745241420479,23.0,0.007452414204789193
R04,338,3.38,23.007452519404712,23.0,0.007452519404711211
R04,339,3.39,23.00745262374521,23.0,0.007452623745209053
R04,340,3.4,23.00745272723352,23.0,0.007452727233518886
R04,341,3.41,23.007452829876932,23.0,0.007452829876930878
R04,342,3.42,23.00745293168269,23.0,0.007452931682689723
R04,343,3.43,23.00745303265806,23.0,0.00745303265806001
R04,344,3.44,23.00745313281032,23.0,0.007453132810320539
R04,345,3.45,23.0074532321467,23.0,0.007453232146698951
R04,346,3.46,23.00745333067444,23.0,0.00745333067443994
R04,347,3.47,23.007453428400773,23.0,0.007453428400771145
R04,348,3.48,23.00745352533289,23.0,0.007453525332888944
R04,349,3.49,23.00745362147796,23.0,0.007453621477961292
R04,350,3.5,23.007453716843152,23.0,0.00745371684315046
R04,351,3.5100000000000002,23.00745381143557,23.0,0.007453811435570401
R04,352,3.52,23.00745390526231,23.0,0.00745390526230949
R04,353,3.5300000000000002,23.00745399833042,23.0,0.007453998330419154
R04,354,3.54,23.00745409064693,23.0,0.007454090646930922
R04,355,3.5500000000000003,23.00745418221882,23.0,0.007454182218819483
R04,356,3.56,23.00745427305302,23.0,0.0074542730530197335
R04,357,3.5700000000000003,23.00745436315643,23.0,0.007454363156429622
R04,358,3.58,23.00745445253591,23.0,0.00745445253591015
R04,359,3.59,23.00745454119827,23.0,0.0074545411982711585
R04,360,3.6,23.00745462915028,23.0,0.007454629150279857
R04,361,3.61,23.00745471639864,23.0,0.007454716398640926
R04,362,3.62,23.00745480295003,23.0,0.007454802950030625
R04,363,3.63,23.007454888811072,23.0,0.007454888811071214
R04,364,3.64,23.00745497398833,23.0,0.0074549739883309485
R04,365,3.65,23.00745505848831,23.0,0.007455058488309874
R04,366,3.66,23.00745514231749,23.0,0.007455142317490981
R04,367,3.67,23.00745522548229,23.0,0.007455225482289052
R04,368,3.68,23.00745530798904,23.0,0.007455307989039284
R04,369,3.69,23.00745538984408,23.0,0.007455389844079718
R04,370,3.7,23.00745547105365,23.0,0.007455471053648921
R04,371,3.71,23.007455551623927,23.0,0.007455551623928613
R04,372,3.72,23.00745563156109,23.0,0.007455631561089149
R04,373,3.73,23.00745571087119,23.0,0.007455710871190036
R04,374,3.74,23.00745578956029,23.0,0.007455789560290782
R04,375,3.75,23.00745586763434,23.0,0.007455867634340052
R04,376,3.7600000000000002,23.00745594509928,23.0,0.007455945099280825
R04,377,3.77,23.00745602196098,23.0,0.007456021960979342
R04,378,3.7800000000000002,23.00745609822523,23.0,0.007456098225230789
R04,379,3.79,23.0074561738978,23.0,0.00745617389779909
R04,380,3.8000000000000003,23.00745624898439,23.0,0.007456248984391322
R04,381,3.81,23.00745632349065,23.0,0.007456323490649197
R04,382,3.8200000000000003,23.00745639742215,23.0,0.007456397422149053
R04,383,3.83,23.00745647078444,23.0,0.007456470784438807
R04,384,3.84,23.00745654358299,23.0,0.007456543582989639
R04,385,3.85,23.007456615913778,23.0,0.007456615913778819
R04,386,3.86,23.007456687512768,23.0,0.007456687512768667
R04,387,3.87,23.00745675864983,23.0,0.007456758649828999
R04,388,3.88,23.00745682924708,23.0,0.007456829247078645
R04,389,3.89,23.00745689930725,23.0,0.007456899307248932
R04,390,3.9,23.00745696883541,23.0,0.0074569688354102935
R04,391,3.91,23.00745703783669,23.0,0.007457037836690006
R04,392,3.92,23.00745710631611,23.0,0.007457106316110185
R04,393,3.93,23.007457174278677,23.0,0.007457174278678735
R04,394,3.94,23.007457241729348,23.0,0.0074572417293495615
R04,395,3.95,23.00745730867301,23.0,0.007457308673011198
R04,396,3.96,23.0074573751145,23.0,0.007457375114501019
R04,397,3.97,23.007457441058612,23.0,0.0074574410586109256
R04,398,3.98,23.00745750651008,23.0,0.007457506510078815
R04,399,3.99,23.0074575714736,23.0,0.007457571473599956
R04,400,4.0,23.00745763603181,23.0,0.007457636031810466
R06,0,0.0,24.0,24.0,0.0
R06,1,0.01,24.00333534979768,24.0,0.0033353497976804647
R06,2,0.02,24.00344151847787,24.0,0.0034415184778708863
R06,3,0.03,24.00351245926877,24.0,0.00351245926877084
R06,4,0.04,24.003581367916603,24.0,0.0035813679166011524
R06,5,0.05,24.00365003192647,24.0,0.003650031926468955
R06,6,0.06,24.00371835486106,24.0,0.003718354861061357
R06,7,0.07,24.00378624071921,24.0,0.0037862407192108096
R06,8,0.08,24.00385546125952,24.0,0.0038554612595191884
R06,9,0.09,24.00392540727041,24.0,0.003925407270409664
R06,10,0.1,24.00399431677858,24.0,0.0039943167785793324
R06,11,0.11,24.00406240560005,24.0,0.004062405600049601
R06,12,0.12,24.00413023841049,24.0,0.00413023841049096
R06,13,0.13,24.00419777780434,24.0,0.004197777804338898
R06,14,0.14,24.00426475684652,24.0,0.004264756846521322
R06,15,0.15,24.00433126634668,24.0,0.004331266346679285
R06,16,0.16,24.0043978899824,24.0,0.004397889982399761
R06,17,0.17,24.004464131440532,24.0,0.004464131440531105
R06,18,0.18,24.00453001442155,24.0,0.004530014421550277
R06,19,0.19,24.00459581650434,24.0,0.004595816504340178
R06,20,0.2,24.00466152525496,24.0,0.004661525254959997
R06,21,0.21,24.00472694762152,24.0,0.004726947621520594
R06,22,0.22,24.004792185330622,24.0,0.004792185330620669
R06,23,0.23,24.004857489539837,24.0,0.004857489539838866
R06,24,0.24,24.0049225573213,24.0,0.004922557321299337
R06,25,0.25,24.00498741410646,24.0,0.004987414106460619
R06,26,0.26,24.00505236820531,24.0,0.005052368205309676
R06,27,0.27,24.005117154030337,24.0,0.005117154030338611
R06,28,0.28,24.00518175913394,24.0,0.005181759133938613
R06,29,0.29,24.00524639187782,24.0,0.0052463918778187235
R06,30,0.3,24.005310947824007,24.0,0.005310947824008849
R06,31,0.31,24.00537534580452,24.0,0.005375345804520748
R06,32,0.32,24.00543972301112,24.0,0.005439723011119213
R06,33,0.33,24.0055040876492,24.0,0.005504087649200073
R06,34,0.34,24.00556831266884,24.0,0.005568312668839326
R06,35,0.35000000000000003,24.00563248168512,24.0,0.005632481685120183
R06,36,0.36,24.00569668382634,24.0,0.0056966838263406315
R06,37,0.37,24.00576076250567,24.0,0.0057607625056704135
R06,38,0.38,24.005824759150972,24.0,0.005824759150971204
R06,39,0.39,24.00588882081822,24.0,0.0058888208182196426
R06,40,0.4,24.005952773731412,24.0,0.0059527737314112985
R06,41,0.41000000000000003,24.0060166261523,24.0,0.006016626152299409
R06,42,0.42,24.00608056505265,24.0,0.006080565052650399
R06,43,0.43,24.00614440786859,24.0,0.0061444078685894965
R06,44,0.44,24.00620815480788,24.0,0.006208154807879396
R06,45,0.45,24.00627196994926,24.0,0.00627196994925896
R06,46,0.46,24.00633571468106,24.0,0.006335714681060267
R06,47,0.47000000000000003,24.00639937361165,24.0,0.006399373611648685
R06,48,0.48,24.00646307813826,24.0,0.006463078138258993
R06,49,0.49,24.00652673499687,24.0,0.006526734996870687
R06,50,0.5,24.006590315070078,24.0,0.0065903150700791
R06,51,0.51,24.00665392413754,24.0,0.006653924137540912
