experiment_id,step,pvi,recovery_fraction
R04,60,0.6,0.6402084908047301
R04,61,0.61,0.6508797513406253
R04,62,0.62,0.6615510394787799
R04,63,0.63,0.67222235323629
R04,64,0.64,0.682893694340979
R04,65,0.65,0.6935650629450433
R04,66,0.66,0.704236457248776
R04,67,0.67,0.7149078790005964
R04,68,0.68,0.7255793279219966
R04,69,0.6900000000000001,0.7362507971156362
R04,70,0.7000000000000001,0.7469221410007918
R04,71,0.71,0.7575892102916375
R04,72,0.72,0.7681460129189742
R04,73,0.73,0.7774778632662048
R04,74,0.74,0.7839375166588516
R04,75,0.75,0.7881628831337899
R04,76,0.76,0.791182695137492
R04,77,0.77,0.7935472577578035
R04,78,0.78,0.7955225105519081
R04,79,0.79,0.7972452563063942
R04,80,0.8,0.7987919455619278
R04,81,0.81,0.8002086049618156
R04,82,0.8200000000000001,0.8015247266778618
R04,83,0.8300000000000001,0.8027602073271135
R04,84,0.84,0.8039290578860663
R04,85,0.85,0.8050415073707933
R04,86,0.86,0.806105255859084
R04,87,0.87,0.8071262544162264
R04,88,0.88,0.808109209186481
R04,89,0.89,0.8090579166706795
R04,90,0.9,0.8099754938557273
R04,91,0.91,0.8108645404251656
R04,92,0.92,0.8117272545429204
R04,93,0.93,0.8125655178973856
R04,94,0.9400000000000001,0.8133809595494249
R04,95,0.9500000000000001,0.8141750036081699
R04,96,0.96,0.8149489060890809
R04,97,0.97,0.8157037840351506
R04,98,0.98,0.8164406378267263
R04,99,0.99,0.8171603691768916
R04,100,1.0,0.8178637960201603
R04,101,1.01,0.8185516640109118
R04,102,1.02,0.8192246561646018
R04,103,1.03,0.8198834012092938
R04,104,1.04,0.8205284799705321
R04,105,1.05,0.8211604309382059
R04,106,1.06,0.8217797553306205
R04,107,1.07,0.8223869208514344
R04,108,1.08,0.8229823651086349
R04,109,1.09,0.8235664988980304
R04,110,1.1,0.8241397085141555
R04,111,1.11,0.8247023579619935
R04,112,1.12,0.8252547912137708
R04,113,1.1300000000000001,0.8257973336772731
R04,114,1.1400000000000001,0.8263302936913101
R04,115,1.1500000000000001,0.8268539641579353
R04,116,1.16,0.8273686234951665
R04,117,1.17,0.8278745366874214
R04,118,1.18,0.8283719565196777
R04,119,1.19,0.8288611242009435
R04,120,1.2,0.829342270127105
R04,121,1.21,0.8298156148507135
R04,122,1.22,0.8302813694862299
R04,123,1.23,0.8307397362805893
R04,124,1.24,0.8311909094009005
R04,125,1.25,0.8316350751902567
R04,126,1.26,0.8320724126058084
R04,127,1.27,0.8325030938770303
R04,128,1.28,0.8329272846561094
R04,129,1.29,0.833345144362412
R04,130,1.3,0.8337568267460495
R04,131,1.31,0.8341624799617892
R04,132,1.32,0.8345622468466437
R04,133,1.33,0.8349562654109445
R04,134,1.34,0.8353446688556881
R04,135,1.35,0.83572758580651
R04,136,1.36,0.8361051407368884
R04,137,1.37,0.8364774539545702
R04,138,1.3800000000000001,0.8368446417984706
R04,139,1.3900000000000001,0.8372068170073963
R04,140,1.4000000000000001,0.8375640886849285
R04,141,1.41,0.8379165624682542
R04,142,1.42,0.8382643408515106
R04,143,1.43,0.8386075231358137
R04,144,1.44,0.8389462055765856
R04,145,1.45,0.839280481668437
R04,146,1.46,0.8396104420851811
R04,147,1.47,0.8399361748105666
R04,148,1.48,0.8402577653900432
R04,149,1.49,0.8405752968642887
R04,150,1.5,0.8408888498870746
R04,151,1.51,0.8411985029480877
R04,152,1.52,0.8415043323026647
R04,153,1.53,0.841806412079543
R04,154,1.54,0.8421048144782017
R04,155,1.55,0.8423996096967165
R04,156,1.56,0.8426908660315903
R04,157,1.57,0.842978650052405
R04,158,1.58,0.8432630265292165
R04,159,1.59,0.8435440585262378
R04,160,1.6,0.843821807556034
R04,161,1.61,0.8440963335076129
R04,162,1.62,0.8443676947352677
R04,163,1.6300000000000001,0.8446359481942667
R04,164,1.6400000000000001,0.8449011493704527
R04,165,1.6500000000000001,0.8451633523653097
R04,166,1.6600000000000001,0.8454226100148062
R04,167,1.67,0.8456789738211271
R04,168,1.68,0.8459324940347758
R04,169,1.69,0.8461832197580397
R04,170,1.7,0.8464311988792554
R04,171,1.71,0.8466764781526794
R04,172,1.72,0.8469191032877605
R04,173,1.73,0.8471591188863093
R04,174,1.74,0.8473965685206715
R04,175,1.75,0.8476314948098957
R04,176,1.76,0.8478639393600237
R04,177,1.77,0.8480939428410351
R04,178,1.78,0.8483215450508405
R04,179,1.79,0.8485467848588824
R04,180,1.8,0.8487697002821821
R04,181,1.81,0.8489903285380465
R04,182,1.82,0.8492087059910489
R04,183,1.83,0.8494248682284989
R04,184,1.84,0.8496388501025944
R04,185,1.85,0.8498506856808643
R04,186,1.86,0.8500604083212959
R04,187,1.87,0.8502680507046151
R04,188,1.8800000000000001,0.8504736447882196
R04,189,1.8900000000000001,0.8506772218811516
R04,190,1.9000000000000001,0.8508788126671311
R04,191,1.9100000000000001,0.8510784471619826
R04,192,1.92,0.8512761547886033
R04,193,1.93,0.8514719643913143
R04,194,1.94,0.8516659041967564
R04,195,1.95,0.8518580018889784
R04,196,1.96,0.8520482846156464
R04,197,1.97,0.8522367789523294
R04,198,1.98,0.8524235109778627
R04,199,1.99,0.8526085062728249
R04,200,2.0,0.8527917898872269
R04,201,2.0100000000000002,0.8529733864161663
R04,202,2.02,0.8531533199910781
R04,203,2.0300000000000002,0.8533316142507023
R04,204,2.04,0.8535082924171378
R04,205,2.05,0.853683377280245
R04,206,2.06,0.85385689117185
R04,207,2.07,0.8540288560422286
R04,208,2.08,0.8541992934380381
R04,209,2.09,0.85436822447968
R04,210,2.1,0.8545356699382686
R04,211,2.11,0.8547016502074329
R04,212,2.12,0.8548661852837536
R04,213,2.13,0.855029294844258
R04,214,2.14,0.8551909982124115
R04,215,2.15,0.8553513143415581
R04,216,2.16,0.8555102618929491
R04,217,2.17,0.8556678591962353
R04,218,2.18,0.8558241242358349
R04,219,2.19,0.8559790747295087
R04,220,2.2,0.8561327280836422
R04,221,2.21,0.8562851013824462
R04,222,2.22,0.8564362114671116
R04,223,2.23,0.8565860748861305
R04,224,2.24,0.8567347078872657
R04,225,2.25,0.8568821264972772
R04,226,2.2600000000000002,0.8570283464675416
R04,227,2.27,0.8571733832687114
R04,228,2.2800000000000002,0.8573172521710174
R04,229,2.29,0.8574599681854372
R04,230,2.3000000000000003,0.8576015460609423
R04,231,2.31,0.857742000365405
R04,232,2.32,0.8578813454225114
R04,233,2.33,0.8580195953115535
R04,234,2.34,0.8581567639489143
R04,235,2.35,0.8582928650205037
R04,236,2.36,0.85842791198627
R04,237,2.37,0.8585619181577935
R04,238,2.38,0.8586948966304382
R04,239,2.39,0.858826860292472
R04,240,2.4,0.8589578218949757
R04,241,2.41,0.8590877939880863
R04,242,2.42,0.8592167889324642
R04,243,2.43,0.8593448189622459
R04,244,2.44,0.8594718961252655
R04,245,2.45,0.8595980322967991
R04,246,2.46,0.8597232392358684
R04,247,2.47,0.8598475285293089
R04,248,2.48,0.8599709116077419
R04,249,2.49,0.8600933997955316
R04,250,2.5,0.860215004258561
R04,251,2.5100000000000002,0.8603357360223997
R04,252,2.52,0.8604556060161725
R04,253,2.5300000000000002,0.8605746250239631
R04,254,2.54,0.8606928037051073
R04,255,2.5500000000000003,0.8608101526322564
R04,256,2.56,0.8609266822462974
R04,257,2.57,0.8610424028787396
R04,258,2.58,0.8611573247842174
R04,259,2.59,0.8612714580988428
R04,260,2.6,0.8613848128646407
R04,261,2.61,0.861497399056745
R04,262,2.62,0.8616092265450833
R04,263,2.63,0.8617203051208299
R04,264,2.64,0.8618306445185255
R04,265,2.65,0.8619402543810107
R04,266,2.66,0.8620491442878506
R04,267,2.67,0.8621573237726001
R04,268,2.68,0.8622648022909002
R04,269,2.69,0.8623715892508419
R04,270,2.7,0.8624776940255863
R04,271,2.71,0.8625831259245049
R04,272,2.72,0.8626878942255061
R04,273,2.73,0.8627920081831244
R04,274,2.74,0.8628954770026438
R04,275,2.75,0.8629983098744933
R04,276,2.7600000000000002,0.8631005159776545
R04,277,2.77,0.8632021044568633
R04,278,2.7800000000000002,0.8633030844596439
R04,279,2.79,0.8634034651333814
R04,280,2.8000000000000003,0.8635032556074346
R04,281,2.81,0.8636024650342468
R04,282,2.82,0.8637011025713668
R04,283,2.83,0.8637991773820654
R04,284,2.84,0.8638966986790763
R04,285,2.85,0.8639936756532707
R04,286,2.86,0.8640901175755072
R04,287,2.87,0.8641860337892964
R04,288,2.88,0.8642814334456379
R04,289,2.89,0.8643763261554669
R04,290,2.9,0.8644707214382128
R04,291,2.91,0.8645646279081182
R04,292,2.92,0.8646580566957304
R04,293,2.93,0.8647510168994608
R04,294,2.94,0.8648435145341188
R04,295,2.95,0.8649355685604685
R04,296,2.96,0.865027181339494
R04,297,2.97,0.8651183502389858
R04,298,2.98,0.8652090729225658
R04,299,2.99,0.8652993473437222
R04,300,3.0,0.8653891717328943
R04,301,3.0100000000000002,0.8654785445847107
R04,302,3.02,0.8655674646455636
R04,303,3.0300000000000002,0.8656559309015166
R04,304,3.04,0.8657439425665898
R04,305,3.0500000000000003,0.8658314990713987
R04,306,3.06,0.8659186000521821
R04,307,3.0700000000000003,0.8660052453401953
R04,308,3.08,0.8660914349514978
R04,309,3.09,0.8661771690771043
R04,310,3.1,0.8662624480735233
R04,311,3.11,0.8663472724536575
R04,312,3.12,0.8664316428780773
R04,313,3.13,0.8665155601466565
R04,314,3.14,0.8665990251905474
R04,315,3.15,0.8666820390645128
R04,316,3.16,0.8667646029395826
R04,317,3.17,0.8668467180960426
R04,318,3.18,0.8669283859167367
R04,319,3.19,0.8670096078806757
R04,320,3.2,0.8670903855569371
R04,321,3.21,0.8671707205988609
R04,322,3.22,0.8672506147385107
R04,323,3.23,0.8673300697813996
R04,324,3.24,0.8674090876014839
R04,325,3.25,0.8674876701363861
R04,326,3.2600000000000002,0.8675658193828609
R04,327,3.27,0.8676435373924897
R04,328,3.2800000000000002,0.8677208262675846
R04,329,3.29,0.8677976881573016
R04,330,3.3000000000000003,0.867874125253954
R04,331,3.31,0.8679501397895109
R04,332,3.3200000000000003,0.8680257340322851
R04,333,3.33,0.8681009102837819
R04,334,3.34,0.8681756708757209
R04,335,3.35,0.8682500181672138
R04,336,3.36,0.8683239545420901
R04,337,3.37,0.8683974824063674
R04,338,3.38,0.8684706041858574
R04,339,3.39,0.8685433223239037
R04,340,3.4,0.8686156392792369
R04,341,3.41,0.8686875575239538
R04,342,3.42,0.8687590795416074
R04,343,3.43,0.8688302078253971
R04,344,3.44,0.8689009448764711
R04,345,3.45,0.8689712932023133
R04,346,3.46,0.8690412553152269
R04,347,3.47,0.869110833730909
R04,348,3.48,0.8691800309670968
R04,349,3.49,0.8692488495423054
R04,350,3.5,0.869317291974627
R04,351,3.5100000000000002,0.8693853607806123
R04,352,3.52,0.8694530584742083
R04,353,3.5300000000000002,0.8695203875657679
R04,354,3.54,0.8695873505611142
R04,355,3.5500000000000003,0.8696539499606709
R04,356,3.56,0.8697201882586324
R04,357,3.5700000000000003,0.8697860679421999
R04,358,3.58,0.8698515914908584
R04,359,3.59,0.8699167613757007
R04,360,3.6,0.8699815800587977
R04,361,3.61,0.8700460499926114
R04,362,3.62,0.8701101736194394
R04,363,3.63,0.8701739533709111
R04,364,3.64,0.8702373916675024
R04,365,3.65,0.8703004909180986
R04,366,3.66,0.8703632535195797
R04,367,3.67,0.870425681856441
R04,368,3.68,0.870487778300441
R04,369,3.69,0.8705495452102736
R04,370,3.7,0.870610984931268
R04,371,3.71,0.8706720997951183
R04,372,3.72,0.8707328921196228
R04,373,3.73,0.8707933642084588
R04,374,3.74,0.8708535183509704
R04,375,3.75,0.8709133568219777
R04,376,3.7600000000000002,0.8709728818816015
R04,377,3.77,0.8710320957751124
R04,378,3.7800000000000002,0.8710910007327896
R04,379,3.79,0.871149598969795
R04,380,3.8000000000000003,0.8712078926860708
R04,381,3.81,0.8712658840662373
R04,382,3.8200000000000003,0.8713235752795184
R04,383,3.83,0.871380968479666
R04,384,3.84,0.8714380658049075
R04,385,3.85,0.8714948693813747
R04,386,3.86,0.8715513813107083
R04,387,3.87,0.8716076036862023
R04,388,3.88,0.8716635385836403
R04,389,3.89,0.871719188063114
R04,390,3.9,0.8717745541690498
R04,391,3.91,0.8718296389302208
R04,392,3.92,0.871884444359757
R04,393,3.93,0.8719389724551698
R04,394,3.94,0.8719932251983795
R04,395,3.95,0.8720472045557485
R04,396,3.96,0.8721009124781202
R04,397,3.97,0.8721543509008635
R04,398,3.98,0.8722075217439265
R04,399,3.99,0.8722604269118851
R04,400,4.0,0.8723130682969714
R06,0,0.0,0.0
R06,1,0.01,0.010650394723603846
R06,2,0.02,0.02131978562969473
R06,3,0.03,0.031989231091124753
R06,4,0.04,0.042658700772451826
R06,5,0.05,0.05332819583083769
R06,6,0.06,0.06399771699317978
R06,7,0.07,0.07466726478322831
R06,8,0.08,0.08533683965761714
R06,9,0.09,0.09600644245590366
R06,10,0.1,0.10667607379292494
R06,11,0.11,0.11734573363632361
R06,12,0.12,0.12801542148632372
R06,13,0.13,0.13868513795176984
R06,14,0.14,0.14935488369723743
R06,15,0.15,0.16002465851358888
R06,16,0.16,0.1706944612730299
R06,17,0.17,0.18136429364748236
R06,18,0.18,0.19203415552129258
R06,19,0.19,0.20270404602554384
R06,20,0.2,0.21337396554855548
R06,21,0.21,0.2240439148651657
R06,22,0.22,0.23471389348219035
R06,23,0.23,0.24538390051453304
R06,24,0.24,0.2560539375556136
R06,25,0.25,0.2667240043687289
R06,26,0.26,0.27739409937724274
R06,27,0.27,0.288064224344164
R06,28,0.28,0.2987343792599072
R06,29,0.29,0.30940456276236883
R06,30,0.3,0.32007477580376703
R06,31,0.31,0.3307450189569912
R06,32,0.32,0.34141529109244906
R06,33,0.33,0.3520855923311921
R06,34,0.34,0.36275592380221844
R06,35,0.35000000000000003,0.373426284680357
R06,36,0.36,0.3840966742447065
R06,37,0.37,0.3947670940808971
R06,38,0.38,0.4054375437598649
R06,39,0.39,0.4161080217870713
R06,40,0.4,0.4267785300411817
R06,41,0.41000000000000003,0.4374490685245956
R06,42,0.42,0.4481196351315344
R06,43,0.43,0.4587902318922753
R06,44,0.44,0.4694608589692186
R06,45,0.45,0.48013151441838453
R06,46,0.46,0.4908021998068264
R06,47,0.47000000000000003,0.5014729154407657
R06,48,0.48,0.5121436597651389
R06,49,0.49,0.5228144338819775
R06,50,0.5,0.5334852381472415
R06,51,0.51,0.544156071297704
R06,52,0.52,0.554826934176519
R06,53,0.53,0.5654978271863877
R06,54,0.54,0.5761687491551706
R06,55,0.55,0.5868397007576306
R06,56,0.56,0.5975106826002159
R06,57,0.5700000000000001,0.6081816934556551
R06,58,0.58,0.6188527337296459
R06,59,0.59,0.629523804409763
R06,60,0.6,0.6401949042591463
R06,61,0.61,0.6508660332154759
R06,62,0.62,0.6615371926642312
R06,63,0.63,0.6722083815711003
R06,64,0.64,0.6828795993074547
R06,65,0.65,0.6935508474603683
R06,66,0.66,0.7042221253895032
R06,67,0.67,0.7148934320217804
R06,68,0.68,0.7255647686197485
R06,69,0.6900000000000001,0.7362361275374388
R06,70,0.7000000000000001,0.746907301396635
R06,71,0.71,0.7575725588909153
R06,72,0.72,0.7680915003793566
R06,73,0.73,0.7772013401059314
R06,74,0.74,0.7834198301163362
R06,75,0.75,0.7875181294979525
R06,76,0.76,0.790478629245929
R06,77,0.77,0.7928151112587353
R06,78,0.78,0.7947771703631502
R06,79,0.79,0.7964943799614858
R06,80,0.8,0.7980397609247204
R06,81,0.81,0.799457582743355
R06,82,0.8200000000000001,0.8007763734838772
R06,83,0.8300000000000001,0.8020154705477561
R06,84,0.84,0.803188544590357
R06,85,0.85,0.8043056087256794
R06,86,0.86,0.8053742223555889
R06,87,0.87,0.8064002421367585
R06,88,0.88,0.8073883089726624
R06,89,0.89,0.8083421742036602
R06,90,0.9,0.809264922869182
R06,91,0.91,0.8101591313738733
R06,92,0.92,0.8110269814580507
R06,93,0.93,0.8118703429852466
R06,94,0.9400000000000001,0.8126908360937142
R06,95,0.9500000000000001,0.8134898787900641
R06,96,0.96,0.8142687228249056
R06,97,0.97,0.8150284819375028
R06,98,0.98,0.8157701545614084
R06,99,0.99,0.8164946412792705
R06,100,1.0,0.817202759118087
R06,101,1.01,0.817895253576403
R06,102,1.02,0.8185728079126217
R06,103,1.03,0.8192360510167687
R06,104,1.04,0.819885564349625
R06,105,1.05,0.820521887252255
R06,106,1.06,0.821145521583157
R06,107,1.07,0.8217569360191066
R06,108,1.08,0.8223565692737884
R06,109,1.09,0.8229448329827713
R06,110,1.1,0.8235221145365684
R06,111,1.11,0.8240887791301879
R06,112,1.12,0.8246451716391835
R06,113,1.1300000000000001,0.825191618585681
R06,114,1.1400000000000001,0.8257284294995189
R06,115,1.1500000000000001,0.8262558981824318
R06,116,1.16,0.8267743041345101
R06,117,1.17,0.8272839134918766
R06,118,1.18,0.8277849799027429
R06,119,1.19,0.8282777456025799
R06,120,1.2,0.8287624420812238
R06,121,1.21,0.8292392907031062
R06,122,1.22,0.8297085035441807
R06,123,1.23,0.8301702838805836
R06,124,1.24,0.8306248266343724
R06,125,1.25,0.8310723190431144
R06,126,1.26,0.8315129410273646
R06,127,1.27,0.8319468655139552
R06,128,1.28,0.8323742589842009
R06,129,1.29,0.8327952817570721
R06,130,1.3,0.8332100882243211
R06,131,1.31,0.8336188273081698
R06,132,1.32,0.8340216426844694
R06,133,1.33,0.8344186729529894
R06,134,1.34,0.8348100520258736
R06,135,1.35,0.8351959093073095
R06,136,1.36,0.8355763698151688
R06,137,1.37,0.8359515545153993
R06,138,1.3800000000000001,0.8363215804695393
R06,139,1.3900000000000001,0.8366865609193225
R06,140,1.4000000000000001,0.8370466055780144
R06,141,1.41,0.8374018207537834
R06,142,1.42,0.8377523094057326
R06,143,1.43,0.8380981714003188
R06,144,1.44,0.8384395036163861
R06,145,1.45,0.838776399978836
R06,146,1.46,0.8391089516864039
R06,147,1.47,0.8394372473024596
R06,148,1.48,0.8397613727711107
R06,149,1.49,0.8400814116211147
R06,150,1.5,0.8403974450455338
R06,151,1.51,0.840709551903883
R06,152,1.52,0.8410178089059643
R06,153,1.53,0.8413222906826601
R06,154,1.54,0.8416230697769794
R06,155,1.55,0.8419202168107899
R06,156,1.56,0.8422138005484835
R06,157,1.57,0.8425038878791374
R06,158,1.58,0.8427905439686015
R06,159,1.59,0.8430738323173229
R06,160,1.6,0.8433538147354048
R06,161,1.61,0.8436305514820246
R06,162,1.62,0.8439041013184254
R06,163,1.6300000000000001,0.8441745214773001
R06,164,1.6400000000000001,0.8444418677911816
R06,165,1.6500000000000001,0.844706194741381
R06,166,1.6600000000000001,0.8449675554228475
R06,167,1.67,0.8452260016628792
R06,168,1.68,0.8454815840666512
R06,169,1.69,0.8457343519784433
R06,170,1.7,0.8459843535918901
R06,171,1.71,0.8462316359925067
R06,172,1.72,0.8464762451161014
R06,173,1.73,0.8467182258515122
R06,174,1.74,0.8469576220805172
R06,175,1.75,0.8471944766340852
R06,176,1.76,0.8474288313884122
R06,177,1.77,0.847660727302529
R06,178,1.78,0.8478902043728956
R06,179,1.79,0.8481173017234781
R06,180,1.8,0.8483420576412886
R06,181,1.81,0.848564509529757
R06,182,1.82,0.8487846939934706
R06,183,1.83,0.8490026468718472
R06,184,1.84,0.8492184031916278
R06,185,1.85,0.8494319972468607
R06,186,1.86,0.8496434626308069
R06,187,1.87,0.8498528321879294
R06,188,1.8800000000000001,0.8500601380895314
R06,189,1.8900000000000001,0.8502654118640675
R06,190,1.9000000000000001,0.8504686843488418
R06,191,1.9100000000000001,0.8506699857617681
R06,192,1.92,0.850869345730154
R06,193,1.93,0.8510667932423417
R06,194,1.94,0.8512623567159381
R06,195,1.95,0.8514560640251894
R06,196,1.96,0.851647942452718
R06,197,1.97,0.8518380187545672
R06,198,1.98,0.8520263191862121
R06,199,1.99,0.8522128694545766
R06,200,2.0,0.8523976947801765
R06,201,2.0100000000000002,0.8525808199218163
R06,202,2.02,0.8527622691290131
R06,203,2.0300000000000002,0.852942066201502
R06,204,2.04,0.8531202345126775
R06,205,2.05,0.8532967969625276
R06,206,2.06,0.8534717760347365
R06,207,2.07,0.8536451938189057
R06,208,2.08,0.8538170719640922
R06,209,2.09,0.8539874317337279
R06,210,2.1,0.8541562940266495
R06,211,2.11,0.8543236793313259
R06,212,2.12,0.8544896077787669
R06,213,2.13,0.8546540991624121
R06,214,2.14,0.8548171728931022
R06,215,2.15,0.8549788480501596
R06,216,2.16,0.8551391434001456
R06,217,2.17,0.8552980773526535
R06,218,2.18,0.8554556680096926
R06,219,2.19,0.8556119331833715
R06,220,2.2,0.855766890352527
R06,221,2.21,0.85592055671058
R06,222,2.22,0.8560729491821427
R06,223,2.23,0.8562240843805501
R06,224,2.24,0.856373978654287
R06,225,2.25,0.8565226481025763
R06,226,2.2600000000000002,0.8566701085338105
R06,227,2.27,0.8568163755107028
R06,228,2.2800000000000002,0.8569614643648519
R06,229,2.29,0.857105390156118
R06,230,2.3000000000000003,0.8572481677165968
R06,231,2.31,0.8573898116641907
R06,232,2.32,0.8575303363629435
R06,233,2.33,0.8576697559659459
R06,234,2.34,0.8578080844279296
R06,235,2.35,0.857945335466591
R06,236,2.36,0.8580815226044997
R06,237,2.37,0.8582166591807667
R06,238,2.38,0.8583507583133524
R06,239,2.39,0.8584838329400847
R06,240,2.4,0.8586158958293979
R06,241,2.41,0.858746959543658
R06,242,2.42,0.8588770364793633
R06,243,2.43,0.8590061388769942
R06,244,2.44,0.8591342787853499
R06,245,2.45,0.8592614681010196
R06,246,2.46,0.8593877185773596
R06,247,2.47,0.859513041789865
R06,248,2.48,0.8596374491749756
R06,249,2.49,0.8597609520382086
R06,250,2.5,0.8598835615205754
R06,251,2.5100000000000002,0.8600052886367914
R06,252,2.52,0.8601261442825991
R06,253,2.5300000000000002,0.8602461392022319
R06,254,2.54,0.8603652840261014
R06,255,2.5500000000000003,0.8604835892773341
R06,256,2.56,0.8606010653402932
R06,257,2.57,0.8607177224978096
R06,258,2.58,0.8608335709369729
R06,259,2.59,0.8609486207186985
R06,260,2.6,0.8610628818145892
R06,261,2.61,0.8611763641119927
R06,262,2.62,0.8612890773846456
R06,263,2.63,0.8614010313292033
R06,264,2.64,0.8615122355696165
R06,265,2.65,0.8616226996288492
R06,266,2.66,0.8617324329651406
R06,267,2.67,0.8618414449757359
R06,268,2.68,0.8619497449696897
R06,269,2.69,0.8620573422039186
R06,270,2.7,0.8621642458863111
R06,271,2.71,0.8622704651496245
R06,272,2.72,0.8623760090873948
R06,273,2.73,0.8624808867564564
R06,274,2.74,0.8625851071519185
R06,275,2.75,0.8626886792430334
R06,276,2.7600000000000002,0.8627916119750921
R06,277,2.77,0.8628939142454887
R06,278,2.7800000000000002,0.8629955949397369
R06,279,2.79,0.8630966629324868
R06,280,2.8000000000000003,0.8631971270647992
R06,281,2.81,0.8632969961809278
R06,282,2.82,0.8633962791269577
R06,283,2.83,0.8634949847305943
R06,284,2.84,0.863593121840514
R06,285,2.85,0.8636906993153335
R06,286,2.86,0.8637877260151504
R06,287,2.87,0.8638842108463473
R06,288,2.88,0.8639801627082104
R06,289,2.89,0.8640755905526015
R06,290,2.9,0.8641705034175946
R06,291,2.91,0.8642649101997635
R06,292,2.92,0.8643588200927163
R06,293,2.93,0.8644522423783972
R06,294,2.94,0.8645451855721457
R06,295,2.95,0.8646376598216297
R06,296,2.96,0.8647296746375135
R06,297,2.97,0.8648212363714528
R06,298,2.98,0.8649123600114291
R06,299,2.99,0.8650030530783877
R06,300,3.0,0.8650933129448415
R06,301,3.0100000000000002,0.8651831372630412
R06,302,3.02,0.8652725239669602
R06,303,3.0300000000000002,0.8653614712600544
R06,304,3.04,0.8654499776029834
R06,305,3.0500000000000003,0.8655380417016388
R06,306,3.06,0.8656256624955163
R06,307,3.0700000000000003,0.8657128391464161
R06,308,3.08,0.8657995710275106
R06,309,3.09,0.8658858577127675
R06,310,3.1,0.8659716989667315
R06,311,3.11,0.8660570947346674
R06,312,3.12,0.8661420451330751
R06,313,3.13,0.8662265504405491
R06,314,3.14,0.8663106110890024
R06,315,3.15,0.8663942276552334
R06,316,3.16,0.8664774008528463
R06,317,3.17,0.8665601315244897
R06,318,3.18,0.8666424206344451
R06,319,3.19,0.8667242692615164
R06,320,3.2,0.8668056785922399
R06,321,3.21,0.8668866499143945
R06,322,3.22,0.8669671846108056
R06,323,3.23,0.867047284153428
R06,324,3.24,0.8671269500977067
R06,325,3.25,0.8672061840771965
R06,326,3.2600000000000002,0.8672849877984433
R06,327,3.27,0.8673633630360998
R06,328,3.2800000000000002,0.8674413116282831
R06,329,3.29,0.8675188354721597
R06,330,3.3000000000000003,0.8675959365197419
R06,331,3.31,0.8676726167738912
R06,332,3.3200000000000003,0.8677488782845276
R06,333,3.33,0.867824723145025
R06,334,3.34,0.8679001534887888
R06,335,3.35,0.8679751714860082
R06,336,3.36,0.8680497793405777
R06,337,3.37,0.8681239792871704
R06,338,3.38,0.8681977735884748
R06,339,3.39,0.8682711645325658
R06,340,3.4,0.8683441544304197
R06,341,3.41,0.8684167456135596
R06,342,3.42,0.8684889404318278
R06,343,3.43,0.8685607412512728
R06,344,3.44,0.86863215045216
R06,345,3.45,0.8687031704270772
R06,346,3.46,0.8687738035791591
R06,347,3.47,0.868844052320398
R06,348,3.48,0.8689139190700513
R06,349,3.49,0.8689834062531426
R06,350,3.5,0.8690525162990419
R06,351,3.5100000000000002,0.8691212516401249
