step,pvi,x_m,water_saturation,oil_saturation,vapor_saturation,liquid_co2_mole_fraction,pressure_MPa,pressure_excess_kPa
50,0.5,0.34249999999999997,0.07347809797278146,0.9265219020272185,0.0,3.3085297023055245e-06,24.001095609469083,1.0956094690826035
50,0.5,0.34750000000000003,0.06567156190063744,0.9343284380993626,0.0,3.0349662071402874e-06,24.001057262270606,1.0572622706064294
50,0.5,0.3525,0.06504295154453407,0.9349570484554659,0.0,2.7503802631298455e-06,24.001019603585103,1.0196035851031127
50,0.5,0.3575,0.06499631398634177,0.9350036860136582,0.0,2.465076875409665e-06,24.00098199969416,0.9819996941615727
50,0.5,0.3625,0.06499310232129052,0.9350068976787095,0.0,2.187124024989157e-06,24.000944399891758,0.9443998917575414
50,0.5,0.3675,0.0649931091395753,0.9350068908604247,0.0,1.922475907012614e-06,24.00090680039779,0.9068003977894534
50,0.5,0.37249999999999994,0.06499335443713412,0.9350066455628658,0.0,1.6752553351320126e-06,24.000869200931334,0.8692009313335802
50,0.5,0.3775,0.06499361747647749,0.9350063825235225,0.0,1.4480483399076725e-06,24.00083160147054,0.8316014705407326
50,0.5,0.3825,0.06499388191154122,0.9350061180884588,0.0,1.2421877449602655e-06,24.00079400201261,0.7940020126113723
50,0.5,0.38749999999999996,0.0649941465325271,0.9350058534674729,0.0,1.0580156893537584e-06,24.000756402556096,0.7564025560959919
50,0.5,0.3925,0.06499441124803754,0.9350055887519625,0.0,8.951190519737127e-07,24.000718803099616,0.7188030996161388
50,0.5,0.39749999999999996,0.06499467604749515,0.9350053239525049,0.0,7.525345575380893e-07,24.000681203641836,0.6812036418359924
50,0.5,0.40249999999999997,0.06499494092493413,0.9350050590750658,0.0,6.289225852683732e-07,24.00064360418148,0.6436041814801285
50,0.5,0.40750000000000003,0.06499520587388967,0.9350047941261104,0.0,5.227104142400897e-07,24.00060600471735,0.6060047173512828
50,0.5,0.4125,0.06499547088744428,0.9350045291125557,0.0,4.3220686728731976e-07,24.000568405248355,0.5684052483552193
50,0.5,0.4175,0.06499573595856041,0.9350042640414395,0.0,3.5569111798275267e-07,24.000530805773508,0.5308057735078364
50,0.5,0.4225,0.06499600108034967,0.9350039989196504,0.0,2.9147887243648846e-07,24.000493206291925,0.4932062919245084
50,0.5,0.4275,0.06499626624626394,0.935003733753736,0.0,2.3796930173051407e-07,24.000455606802834,0.45560680283429633
50,0.5,0.43249999999999994,0.06499653145022301,0.935003468549777,0.0,1.9367605097893873e-07,24.000418007305566,0.4180073055657374
50,0.5,0.4375,0.064996796686689,0.935003203313311,0.0,1.5724544980076323e-07,24.00038040779954,0.38040779953973924
50,0.5,0.4425,0.06499706195070076,0.9350029380492992,0.0,1.274647500880164e-07,24.000342808284252,0.34280828425181653
50,0.5,0.44749999999999995,0.06499732723787566,0.9350026727621243,0.0,1.0326286430397424e-07,24.000305208759293,0.3052087592934072
50,0.5,0.4525,0.06499759254439179,0.9350024074556083,0.0,8.370570545498553e-08,24.000267609224313,0.26760922431279255
50,0.5,0.45749999999999996,0.0649978578669539,0.9350021421330461,0.0,6.79878636979679e-08,24.000230009679015,0.2300096790150974
50,0.5,0.46249999999999997,0.06499812320274945,0.9350018767972506,0.0,5.5422011777228074e-08,24.00019241012316,0.19241012315873718
50,0.5,0.4675,0.064998388549401,0.935001611450599,0.0,4.542712307173691e-08,24.00015481055655,0.15481055654831266
50,0.5,0.4725,0.06499865390491602,0.935001346095084,0.0,3.751631768669707e-08,24.000117210979017,0.1172109790168463
50,0.5,0.4775,0.06499891926763872,0.9350010807323613,0.0,3.1284925475920865e-08,24.00007961139044,0.0796113904399931
100,1.0,0.0024999999999999996,0.89162953989585,0.10837046010414997,0.0,0.31278355089812065,24.009207381897234,9.207381897233802
100,1.0,0.0075,0.8917269243083524,0.10827307569164757,0.0,0.044714771593991336,24.009116904576647,9.116904576647045
100,1.0,0.0125,0.891081850100568,0.10891814989943205,0.0,0.008588253624017382,24.009026428160208,9.026428160208155
100,1.0,0.0175,0.8899598540499071,0.11004014595009293,0.0,0.0030685357504478244,24.008935955224377,8.935955224377068
100,1.0,0.0225,0.8886227139003235,0.11137728609967645,0.0,0.0015966943070427806,24.008845488137652,8.845488137652069
100,1.0,0.027499999999999997,0.8871709943091447,0.1128290056908553,0.0,0.000999626266740911,24.008755029061774,8.755029061774167
100,1.0,0.032499999999999994,0.8856549731980798,0.11434502680192016,0.0,0.000693182725735978,24.00866457998944,8.664579989439147
100,1.0,0.0375,0.8841017821382378,0.11589821786176224,0.0,0.0005127397066510884,24.00857414279299,8.574142792991069
100,1.0,0.0425,0.8825266356482795,0.11747336435172051,0.0,0.00039658144245685774,24.008483719262415,8.48371926241498
100,1.0,0.047499999999999994,0.8809383977140862,0.11906160228591378,0.0,0.0003169619006087427,24.008393311130526,8.39331113052566
100,1.0,0.0525,0.879342452779501,0.12065754722049904,0.0,0.00025977746643492393,24.008302920088777,8.3029200887772
100,1.0,0.0575,0.8777422309175845,0.12225776908241548,0.0,0.0002171937533267327,24.008212547796802,8.212547796802028
100,1.0,0.0625,0.8761400469221758,0.12385995307782416,0.0,0.0001845547958152339,24.00812219588793,8.122195887928285
100,1.0,0.0675,0.8745375811066154,0.1254624188933846,0.0,0.00015894203713275986,24.008031865971862,8.031865971862118
100,1.0,0.0725,0.8729361682653549,0.12706383173464508,0.0,0.00013844512067237588,24.007941559635352,7.941559635352036
100,1.0,0.0775,0.8713369818661162,0.1286630181338838,0.0,0.00012176798391242221,24.007851278441127,7.851278441126652
100,1.0,0.08249999999999999,0.8697411606761717,0.1302588393238283,0.0,0.00010800439193075012,24.007761023925337,7.76102392533673
100,1.0,0.0875,0.8681499045488453,0.13185009545115467,0.0,9.650417012595137e-05,24.007670797593455,7.670797593455347
100,1.0,0.0925,0.8665645553666541,0.1334354446333459,0.0,8.679039074142147e-05,24.00758060091449,7.580600914490532
100,1.0,0.0975,0.8649866734478305,0.13501332655216947,0.0,7.850639073541317e-05,24.007490435313297,7.4904353132971835
100,1.0,0.1025,0.8634181167098152,0.13658188329018484,0.0,7.13808898275197e-05,24.007400302160615,7.400302160615269
100,1.0,0.1075,0.8618611283156209,0.1381388716843791,0.0,6.520443951220035e-05,24.007310202760394,7.310202760393736
100,1.0,0.11249999999999999,0.8603184377229054,0.1396815622770946,0.0,5.9813163784441086e-05,24.0072201383337,7.220138333700277
100,1.0,0.1175,0.8587933804045115,0.14120661959548853,0.0,5.507730899780421e-05,24.007130109998613,7.130109998612966
100,1.0,0.12249999999999998,0.8572900433486613,0.14270995665133868,0.0,5.089303430830152e-05,24.007040118745,7.040118744999546
100,1.0,0.1275,0.8558134373809537,0.14418656261904628,0.0,4.7176430215758163e-05,24.006950165403083,6.9501654030830196
100,1.0,0.1325,0.8543696918870042,0.14563030811299582,0.0,4.385910014301908e-05,24.006860250604475,6.860250604475482
100,1.0,0.13749999999999998,0.8529662662720032,0.14703373372799677,0.0,4.0884848698480265e-05,24.006770374734426,6.770374734426099
100,1.0,0.1425,0.8516121735397553,0.14838782646024473,0.0,3.8207170603906784e-05,24.00668053787427,6.680537874270698
100,1.0,0.1475,0.850318201677421,0.149681798322579,0.0,3.5787325890268155e-05,24.006590739733323,6.5907397333226925
100,1.0,0.1525,0.8490846219417971,0.15091537805820288,0.0,3.359286034577757e-05,24.006500979570166,6.500979570166265
100,1.0,0.1575,0.8478449984368824,0.15215500156311756,0.0,3.159639636592977e-05,24.006411064649388,6.41106464938801
100,1.0,0.1625,0.8465906084326232,0.15340939156737676,0.0,2.977383529998909e-05,24.006320927519635,6.320927519634978
100,1.0,0.16749999999999998,0.8453268871761171,0.15467311282388285,0.0,2.810448333442123e-05,24.00623056579055,6.230565790549036
100,1.0,0.1725,0.8440576450835321,0.1559423549164679,0.0,2.6570737866786993e-05,24.006139978060332,6.139978060332396
100,1.0,0.1775,0.8427856463646617,0.1572143536353383,0.0,2.5157548459446367e-05,24.00604916362304,6.049163623039533
100,1.0,0.1825,0.8415129124228996,0.1584870875771004,0.0,2.3851972254733586e-05,24.00595812227994,5.958122279938749
100,1.0,0.1875,0.8402409236897603,0.15975907631023967,0.0,2.2642819397391445e-05,24.00586685420554,5.86685420553934
100,1.0,0.1925,0.8389707629530417,0.16102923704695826,0.0,2.152036843826125e-05,24.00577535985003,5.775359850030526
100,1.0,0.19749999999999998,0.8377032187268789,0.16229678127312108,0.0,2.0476135792963935e-05,24.005683639867545,5.683639867545054
100,1.0,0.20249999999999999,0.8364388602718387,0.16356113972816133,0.0,1.9502687389238155e-05,24.005591695063096,5.5916950630958695
100,1.0,0.2075,0.8351780923467411,0.16482190765325888,0.0,1.85934836102704e-05,24.00549952635301,5.499526353009543
100,1.0,0.2125,0.8339211954141681,0.1660788045858319,0.0,1.7742750781481232e-05,24.00540713473526,5.40713473526111
100,1.0,0.2175,0.8326683553571191,0.16733164464288086,0.0,1.6945374006464448e-05,24.005314521267056,5.314521267056449
100,1.0,0.2225,0.8314196855886744,0.1685803144113256,0.0,1.6196807311110617e-05,24.005221687047783,5.221687047782808
100,1.0,0.22749999999999998,0.8301752436086667,0.16982475639133332,0.0,1.5492997921198055e-05,24.00512863320593,5.128633205931266
100,1.0,0.23249999999999998,0.8289350434784816,0.17106495652151843,0.0,1.4830322156028193e-05,24.00503536088904,5.035360889038998
100,1.0,0.2375,0.8276990652736979,0.17230093472630215,0.0,1.420553092403779e-05,24.00494187125588,4.9418712558804145
100,1.0,0.24250000000000002,0.8264672622827257,0.1735327377172743,0.0,1.3615703196763869e-05,24.004848165470356,4.848165470356491
100,1.0,0.2475,0.8252395665118857,0.17476043348811432,0.0,1.305820614451139e-05,24.004754244696723,4.754244696723475
100,1.0,0.25249999999999995,0.824015892908522,0.17598410709147805,0.0,1.2530660860076727e-05,24.00466011009578,4.660110095780823
100,1.0,0.2575,0.8227961426063881,0.17720385739361189,0.0,1.203091278949242e-05,24.004565762821883,4.565762821883368
100,1.0,0.2625,0.8215802054196054,0.1784197945803946,0.0,1.1557006142426892e-05,24.004471204020508,4.471204020507713
100,1.0,0.26749999999999996,0.8203679617545108,0.17963203824548923,0.0,1.1107161679292266e-05,24.004376434826312,4.3764348263124475
100,1.0,0.2725,0.8191592840667772,0.18084071593322282,0.0,1.067975737381846e-05,24.00428145636152,4.281456361521663
100,1.0,0.27749999999999997,0.8179540379600929,0.18204596203990708,0.0,1.0273311532606476e-05,24.004186269734635,4.186269734635317
100,1.0,0.2825,0.8167520829994709,0.18324791700052911,0.0,9.886468020232244e-06,24.004090876039314,4.0908760393136845
100,1.0,0.28750000000000003,0.8155532732947999,0.18444672670520013,0.0,9.51798329361658e-06,24.003995276353432,3.995276353432331
100,1.0,0.2925,0.8143574578970095,0.18564254210299047,0.0,9.166714995653328e-06,24.003899471738276,3.8994717382756505
100,1.0,0.2975,0.8131644810391088,0.18683551896089123,0.0,8.831611896757607e-06,24.0038034632378,3.803463237801452
100,1.0,0.3025,0.8119741822465484,0.18802581775345162,0.0,8.511705004634297e-06,24.003707251877998,3.707251877997919
100,1.0,0.3075,0.810786396335285,0.18921360366471496,0.0,8.206099688597518e-06,24.00361083866625,3.610838666251226
100,1.0,0.31249999999999994,0.8096009533111213,0.19039904668887875,0.0,7.91396868704467e-06,24.003514224590756,3.514224590755788
100,1.0,0.3175,0.80841767818006,0.19158232181993995,0.0,7.634545885963236e-06,24.003417410619925,3.4174106199245102
100,1.0,0.3225,0.8072363906762863,0.19276360932371372,0.0,7.367120772325941e-06,24.003320397701803,3.320397701802591
100,1.0,0.32749999999999996,0.8060569049117771,0.19394309508822294,0.0,7.111033479134754e-06,24.00322318676346,3.2231867634600064
100,1.0,0.3325,0.8048790289493264,0.1951209710506736,0.0,6.865670349947483e-06,24.003125778710345,3.1257787103449175
100,1.0,0.33749999999999997,0.8037025642988019,0.19629743570119806,0.0,6.630459960806407e-06,24.003028174425605,3.0281744256051013
100,1.0,0.34249999999999997,0.8025273053346723,0.19747269466532769,0.0,6.40486954613951e-06,24.00293037476936,2.930374769359645
100,1.0,0.34750000000000003,0.8013530386311467,0.1986469613688533,0.0,6.188401781917782e-06,24.002832380577917,2.8323805779173483
100,1.0,0.3525,0.8001795422096191,0.19982045779038093,0.0,5.9805918848758725e-06,24.0027341926629,2.734192662899204
100,1.0,0.3575,0.7990065846914206,0.2009934153085794,0.0,5.781004992017102e-06,24.0026358118103,2.6358118103004813
100,1.0,0.3625,0.7978339243471209,0.20216607565287914,0.0,5.589233789699336e-06,24.00253723877946,2.537238779460438
100,1.0,0.3675,0.7966613080317149,0.20333869196828513,0.0,5.404896365351193e-06,24.00243847430191,2.438474301911242
100,1.0,0.37249999999999994,0.795488469992938,0.20451153000706201,0.0,5.227634257500252e-06,24.002339519080124,2.339519080123864
100,1.0,0.3775,0.7943151305376023,0.20568486946239772,0.0,5.0571106826184965e-06,24.002240373786112,2.24037378611186
100,1.0,0.3825,0.7931409945381661,0.2068590054618339,0.0,4.893008920555524e-06,24.002141039059875,2.1410390598752826
100,1.0,0.38749999999999996,0.7919657497586758,0.20803425024132416,0.0,4.73503084274661e-06,24.002041515507713,2.041515507713143
100,1.0,0.3925,0.7907890649756425,0.2092109350243575,0.0,4.5828955684596846e-06,24.0019418037003,1.9418037003013922
100,1.0,0.39749999999999996,0.7896105878652285,0.21038941213477147,0.0,4.436338235531711e-06,24.001841904170607,1.841904170607478
100,1.0,0.40249999999999997,0.7884299426231987,0.21157005737680135,0.0,4.295108874330861e-06,24.00174181741153,1.7418174115313434
100,1.0,0.40750000000000003,0.7872467272782586,0.21275327272174138,0.0,4.158971375674574e-06,24.001641543873294,1.6415438732941823
100,1.0,0.4125,0.7860605106524682,0.21393948934753182,0.0,4.027702543704598e-06,24.00154108396056,1.5410839605607407
100,1.0,0.4175,0.784870828914131,0.21512917108586904,0.0,3.90109122464116e-06,24.001440438029157,1.44043802915661
100,1.0,0.4225,0.7836771816586209,0.21632281834137912,0.0,3.7789375039744666e-06,24.001339606382487,1.3396063824870907
100,1.0,0.4275,0.7824790274406148,0.21752097255938518,0.0,3.6610519668414442e-06,24.00123858926747,1.2385892674693366
100,1.0,0.43249999999999994,0.7812757786666982,0.21872422133330183,0.0,3.5472550163404227e-06,24.00113738687,1.1373868699990908
100,1.0,0.4375,0.7800667957396793,0.2199332042603207,0.0,3.4373762432128545e-06,24.001035999309863,1.0359993098632003
100,1.0,0.4425,0.7788513803244134,0.22114861967558663,0.0,3.3312538412657197e-06,24.00093442663502,0.9344266350197472
100,1.0,0.44749999999999995,0.7776287675785422,0.22237123242145784,0.0,3.2287340658352074e-06,24.00083266881514,0.8326688151392148
100,1.0,0.4525,0.7763981171590164,0.2236018828409836,0.0,3.1296707329284493e-06,24.00073072573436,0.7307257343605045
100,1.0,0.45749999999999996,0.7751585027749935,0.22484149722500646,0.0,3.0339247538513683e-06,24.000628597183038,0.6285971830379822
100,1.0,0.46249999999999997,0.7739089000075776,0.22609109999242238,0.0,2.9413636998631868e-06,24.00052628284843,0.5262828484298154
100,1.0,0.4675,0.7726481720541633,0.22735182794583675,0.0,2.8518613955603047e-06,24.000423782304093,0.42378230409312323
100,1.0,0.4725,0.7713750529762619,0.22862494702373815,0.0,2.765297541183368e-06,24.0003210949978,0.32109499780119677
100,1.0,0.4775,0.770088127929887,0.229911872070113,0.0,2.6815573591986774e-06,24.000218220237745,0.21822023774475952
200,2.0,0.0024999999999999996,0.8915832830039778,0.10841671699602218,0.0,0.5096165943181413,24.008811077768527,8.811077768527298
200,2.0,0.0075,0.8915657294931049,0.10843427050689514,0.0,0.12712407028897302,24.00872060121325,8.720601213248358
200,2.0,0.0125,0.8920908034079366,0.10790919659206344,0.0,0.021871167826035934,24.008630123038213,8.630123038212645
200,2.0,0.0175,0.8921934092690367,0.10780659073096333,0.0,0.005015364013164443,24.00853964356515,8.539643565150357
200,2.0,0.0225,0.8921099449194221,0.10789005508057792,0.0,0.0020298508190561217,24.0084491631946,8.449163194601539
200,2.0,0.027499999999999997,0.8918881627071671,0.10811183729283291,0.0,0.00116939206200262,24.00835868243338,8.358682433378561
200,2.0,0.032499999999999994,0.8915384604261382,0.10846153957386184,0.0,0.0007886347469582896,24.00826820191389,8.268201913889328
200,2.0,0.0375,0.8910795524842419,0.10892044751575813,0.0,0.0005772419351725049,24.00817772232131,8.177722321310199
200,2.0,0.0425,0.8905348821516563,0.10946511784834367,0.0,0.00044483957349657525,24.008087244329914,8.087244329914256
200,2.0,0.047499999999999994,0.8899262696726906,0.11007373032730938,0.0,0.00035540785578448746,24.007996768571985,7.996768571985058
200,2.0,0.0525,0.8892712111441078,0.11072878885589221,0.0,0.00029171227104576695,24.00790629563102,7.906295631020299
200,2.0,0.0575,0.8885827128444982,0.11141728715550181,0.0,0.00024450758776107964,24.007815826046638,7.815826046638108
200,2.0,0.0625,0.887870099797123,0.11212990020287705,0.0,0.00020842078772049068,24.00772536032289,7.7253603228903955
200,2.0,0.0675,0.8871399648729288,0.11286003512707121,0.0,0.00018013484280855743,24.0076348989364,7.634898936398571
200,2.0,0.0725,0.886396962812403,0.11360303718759701,0.0,0.0001575020364357781,24.007544442343022,7.544442343021984
200,2.0,0.0775,0.8856443986523763,0.11435560134762368,0.0,0.00013907681084119458,24.007453990982988,7.453990982988046
200,2.0,0.08249999999999999,0.8848846414756447,0.11511535852435528,0.0,0.00012385436113489877,24.00736354528472,7.363545284718498
200,2.0,0.0875,0.8841194090317979,0.11588059096820214,0.0,0.00011111697769660878,24.007273105667643,7.273105667643165
200,2.0,0.0925,0.8833499623141718,0.11665003768582816,0.0,0.00010033992567287216,24.00718267254425,7.1826725442498685
200,2.0,0.0975,0.8825772388913904,0.11742276110860961,0.0,9.11317343329391e-05,24.00709224632162,7.0922463216192
200,2.0,0.1025,0.881801944927116,0.11819805507288395,0.0,8.319515126271754e-05,24.00700182740254,7.001827402540073
200,2.0,0.1075,0.8810246193185238,0.11897538068147617,0.0,7.630092559345628e-05,24.006911416186338,6.9114161863375045
200,2.0,0.11249999999999999,0.8802456789149595,0.11975432108504047,0.0,7.02697904032072e-05,24.006821013069484,6.8210130694836835
200,2.0,0.1175,0.8794654507936027,0.12053454920639728,0.0,6.495982150642544e-05,24.00673061844608,6.730618446081138
200,2.0,0.12249999999999998,0.8786841955975865,0.12131580440241352,0.0,6.0257402931968806e-05,24.006640232708165,6.640232708164717
200,2.0,0.1275,0.877902124642132,0.12209787535786798,0.0,5.607066180761132e-05,24.006549856245954,6.549856245953833
200,2.0,0.1325,0.8771194126341114,0.12288058736588858,0.0,5.232462576676786e-05,24.00645948944803,6.459489448030098
200,2.0,0.13749999999999998,0.8763362072776122,0.12366379272238781,0.0,4.895760196743657e-05,24.006369132701423,6.369132701422586
200,2.0,0.1425,0.875552636653507,0.12444736334649298,0.0,4.5918435582676295e-05,24.006278786391665,6.278786391664681
200,2.0,0.1475,0.8747688150006422,0.12523118499935781,0.0,4.316441033649486e-05,24.00618845090279,6.188450902790521
200,2.0,0.1525,0.873984847348439,0.12601515265156105,0.0,4.065962384385973e-05,24.006098126617303,6.0981266173030235
200,2.0,0.1575,0.8732008333283466,0.12679916667165336,0.0,3.837371824401211e-05,24.006007813916085,6.00781391608507
200,2.0,0.1625,0.8724168704068881,0.1275831295931119,0.0,3.6280879581262383e-05,24.005917513178275,5.917513178275158
