eos,time_day,pressure_min_bar,pressure_avg_bar,pressure_max_bar,s_o_avg,s_g_avg,s_w_avg,rho_w_avg_kg_m3,producer_surface_rate_magnitude_m3_s,injector_bhp_bar,cumulative_nonlinear_solve_wall_s
SW,5,55.61543911331881,59.93955467566001,61.28138178247389,0.5936333334337512,0.3324612269918417,0.0739054395744065,846.7882316309123,1.058966285644799,63.2282570418375,39.25912149500027
CPA,0,60,60,60,0.7186755052805065,0.2109131987418016,0.07041129597770196,1002.073033482039,0.733544457750044,,0.0
CPA,0.25,58.3582981090678,59.99717662608855,60.43826497680955,0.7185534952749305,0.211035234761027,0.07041126996404209,1002.073121669854,0.8206239723740242,64.23846103843124,30.77466945200013
CPA,0.5,57.65398275029928,59.99460920300306,60.66118520891115,0.7184506290439117,0.2111381198274589,0.07041125112863003,1002.07322077175,0.8055772300373001,64.3186171856447,62.58300557600024
CPA,0.75,57.29029933829415,59.99219437862397,60.79366442666119,0.7183564558355229,0.211232307653871,0.07041123651060671,1002.073327622481,0.7805491767435405,64.33063468927752,93.97630552400005
CPA,1,57.06348208546228,59.98988407951651,60.88351456105141,0.718267373194747,0.2113214020966426,0.0704112247086108,1002.07344010091,0.7585916498442474,64.31174005266612,133.859289558
CPA,1.25,56.90009584275858,59.98765402570374,60.95079499656664,0.7181818484571096,0.2114069365385814,0.07041121500430927,1002.073556929364,0.74068610840656,64.27747043151447,171.500711184
CPA,1.5,56.77083814220125,59.98548951901501,61.00477243109512,0.7180991101055511,0.2114896829205036,0.0704112069739445,1002.073677260947,0.7261193366333403,64.23515426180522,205.39111453799978
CPA,1.75,56.66248046358551,59.98338037825309,61.05015675789736,0.7180187098734823,0.2115700897910737,0.07041120033544411,1002.073800482966,0.7141090138189568,64.18866688468417,237.16493565400015
CPA,2,56.56827835425408,59.98131900327949,61.08956338799455,0.7179403545008667,0.2116484506146273,0.07041119488450588,1002.073926126712,0.7040339723814146,64.14025559467848,268.11000144100035
CPA,2.25,56.48441134528463,59.97929948662312,61.12456231424419,0.7178638332275518,0.2117249763076907,0.07041119046475726,1002.074053821456,0.695430652762352,64.09130975398615,299.56146960800015
CPA,2.5,56.40852129145846,59.97731712527025,61.15616085901601,0.7177889833549168,0.2117998296929689,0.07041118695211383,1002.074183267961,0.6879573144753366,64.04272140718173,332.5636049530003
CPA,2.75,56.33904783920882,59.9753681112857,61.18504272824938,0.7177156725332576,0.2118731432210378,0.07041118424570388,1002.0743142216,0.6813615970059946,63.9950725233444,363.75690894000036
CPA,3,56.27489779341284,59.97344931784421,61.21169449870725,0.7176437890312163,0.2119450287066253,0.07041118226215802,1002.074446480742,0.6754559772428358,63.94874153675538,400.02936615900035
CPA,3.25,56.21526817412754,59.97155814890726,61.23647653517408,0.7175732360643682,0.2120155830038553,0.07041118093177606,1002.074579878353,0.6701000179116439,63.90396860440769,436.92320675900055
CPA,3.5,56.1595455055562,59.9696924241341,61.25966480724307,0.7175039283006984,0.2120848915034766,0.07041118019582548,1002.074714275706,0.6651876497607335,63.86089787310458,477.46746463700083
CPA,3.75,56.10724556579848,59.96785029626794,61.28147667313162,0.7174357895808278,0.2121530304146175,0.07041118000455485,1002.074849557531,0.6606380547627321,63.81960600742142,520.4709524540012
CPA,4,56.05797611285562,59.96603018796191,61.30208737781322,0.7173687513445798,0.212220068339735,0.07041118031568493,1002.074985628186,0.6563891122060548,63.78012199415708,566.7857465960014
CPA,4.25,56.01141272112451,59.96423074223523,61.32164099639746,0.7173027514838271,0.2122860674229442,0.07041118109322876,1002.075122408612,0.6523926494479957,63.74244118741684,608.1653427660012
CPA,4.5,55.96728253349058,59.96245078395725,61.34025792733973,0.7172377334656297,0.2123510842278185,0.07041118230655176,1002.075259833835,0.6486109760549337,63.70653541521933,644.416955303001
CPA,4.75,55.92535296651236,59.96068928960369,61.35804017831864,0.7171736456346733,0.2124151704357218,0.0704111839296051,1002.075397850941,0.645014336642838,63.67236033703932,681.0207172650012
CPA,5,55.88542361006711,59.95894536275171,61.37507517335408,0.7171104406404121,0.2124783734192938,0.07041118594029548,1002.075536417365,0.6415790257466085,63.63986078341657,717.2080172260007
